Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"04/01/2018","65 CHRISTCHURCH VIEW, NICHOLAS ST, DUBLIN 8","Dublin 8","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2018","8 Hamilton Hill, Barnageeragh Cove, Skerries","","Dublin","€378,854.62","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2018","9 THE PADDOCKS CRESCENT, ADAMSTOWN, LUCAN","","Dublin","€240,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/01/2018","90 MOUNT GARRETT PARK, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2018","Apt 89 Eustace Court, Cualanor, Upper Glenageary Road","","Dublin","€422,907.49","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2018","APT 9 GROUND FLOOR, TIMBER MILL, ARTANE DUBLIN 5","Dublin 5","Dublin","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2018","MARYMOUNT HOUSE, DARDISTOWN, CLOGHRAN","","Dublin","€635,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","11 Hollywood Rath Park, Hollystown","Dublin 15","Dublin","€341,409.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2018","12 Grace Park way, Grace Park Wood, Grace Park Road","Dublin 9","Dublin","€418,502.20","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2018","12 rathbeale grove, swords","","Dublin","€286,343.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"05/01/2018","121 IVERAGH RD, GAELTACHT PARK, DUBLIN 9","Dublin 9","Dublin","€193,800.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","14 MCCABE VILLAS, BOOTERSTOWN, CO DUBLIN","","Dublin","€403,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","16 SPRINGBANK, SAGGART, DUBLIN","Dublin 24","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","19 GLANDORE RD, DRUMCONDRA, DUBLIN CITY","Dublin 9","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","19 GRANGEVIEW PLACE, GRANGEVIEW, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€191,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","19 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€765,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","19 PARK HOUSE, BENSON ST, DUBLIN 2","Dublin 2","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","2 SUNDALE PARADE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","21 CASTLEGRANGE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","21 DUNAWLEY DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€271,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","26 DERRYNANE GARDENS, BATH AVE, SANDYMOUNT","Dublin 4","Dublin","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","27 Hampton Gardens Avenue, Balbriggan","","Dublin","€221,194.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2018","33 HUNTSTOWN DRIVE, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€261,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","33 RAVENSDALE DR, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","39 SITRIC RD, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","39 The Green, The Paddocks, Hansfield","Dublin 15","Dublin","€290,748.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/01/2018","4 THE CLOSE, WOODPARK, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","40 LARKFIELD VIEW, LUCAN, DUBLIN","","Dublin","€273,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","43 LORCAN GROVE, SANTRY, DUBLIN 9","Dublin 9","Dublin","€170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","46 DUN EMER WAY LUSK, DUBLIN","","Dublin","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","5 HARBOUR VIEW, HOWTH, DUBLIN 13","Dublin 13","Dublin","€50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","6 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€281,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","6 DEERPARK LODGE, KILTIPPER, DUBLIN 24","Dublin 24","Dublin","€156,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","60 GRIFFITH PARADE, BALLYGALL RD EAST, DUBLIN 11","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","619 CLONARD RD, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€652,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","69 ROCKFIELD AVE, TERENURE, DUBLIN 12","Dublin 12","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","8 GREAT COMMONS, LUSK VILLAGE, LUSK","","Dublin","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","83 B HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4","","Dublin","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","9 NEWTOWNSMITH, SANDYCOVE, DUBLIN","","Dublin","€1,300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","9 POOLE ST, PIMBLICO, DUBLIN 8","Dublin 8","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","APT 102, ROYAL CANAL COURT, ROYAL CANAL WAY DUBLIN 15","Dublin 15","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","APT 12 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON","Dublin 13","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","APT 4, 4 CHARLEMONT TERRACE, CROFTON RD","","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2018","Apt. No. 12 Greenbank House, Cualanor  Uppr. Glenageary Road","","Dublin","€268,721.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"05/01/2018","Apt. No. 14 Greenbank House, Cualanor  Uppr. Glenageary Road","","Dublin","€268,721.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"05/01/2018","APT.2 -  ST STEEVENS GATE, ST. JAMES STREET, DUBLIN 8","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2018","72 BRACKEN HILL, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€212,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2018","55 PARNELL SQUARE WEST, ROTUNDA, DUBLIN 1","","Dublin","€554,178.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2018","APT 1, 6 BELVEDERE PLACE, DUBLIN 1","","Dublin","€585,911.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","10 ROBERT ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","10 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8","Dublin 8","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","108 WHEATFIELD RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€230,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","11 ELTON COURT, SANDYCOVE, DUBLIN","","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","12 ALEXANDRA WALK, PETER ST, DUBLIN 8","Dublin 8","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","12 Beechwood Gate, Beechwood, Hansfield","Dublin 15","Dublin","€301,101.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2018","12 Hamilton Hill, Barnageeragh Cove, Skerries","","Dublin","€378,900.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2018","12 HIGH ST, BALBRIGGAN, DUBLIN","Dublin 15","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","15 CROSTHWAITE, DUN LAOGHAIRE, PARK WEST","","Dublin","€673,875.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","16A BALLSBRIDGE AVE, BALLSBRIDGE, DUBLIN","Dublin 4","Dublin","€1,260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","19 DOWNPATRICK ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","2 BEECH HOMES, TIVOLI RD, DUNLAOIRE","","Dublin","€710,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","2 BETTYS TOWN AVE, HOWTH RD, RAHENY DUBLIN 5","Dublin 5","Dublin","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","2 MOUNT PROSPECT LAWNS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","20 SHANDON PARK, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","23 Elder Heath Grove, Elder Heath, Kiltipper Road","Dublin 24","Dublin","€255,600.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2018","3 KERRYMOUNT RISE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€685,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","30 CLANCY RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","33 Birch House, Silverbanks, Baldoyle","Dublin 13","Dublin","€149,780.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2018","333 TEMPLEOGUE RD, TEMPLEOGUE, DUBLIN 6W","","Dublin","€920,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","36 BEAUMONT AVE, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","37 LANESBOROUGH COURT, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","38 GALTRIM GRANGE, BROOMFIELD, MALAHIDE","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","4 LIFFEY RD, LIFFEY VALLEY PARK, LUCAN","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","410 GALTYMORE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","48 HARCOURT LODGE, SOUTHERN CROSS AVE, INCHICORE DUBLIN 8","Dublin 8","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","54 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","66 BEECHWOOD LAWNS, RATHCOOLE, DUBLIN 24","Dublin 24","Dublin","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","79 KILCRONAN AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","8 CUIL DUIN ROW, CUIL DUIN, CITY WEST","","Dublin","€246,696.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2018","8 Grace Park Way, Grace Park Wood, Grace Park Road","Dublin 9","Dublin","€418,502.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"08/01/2018","89 BANNOW RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin","€299,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","93 CARNLOUGH RD, CABRA RD, CABRA DUBLIN 7","Dublin 7","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","APT 11 ST PETERS SQ, PHIBSBORO PLACE, PHIBSBORO DUBLIN 7","Dublin 7","Dublin","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","APT 18, EATON GREEN, MAIN ST","Dublin 24","Dublin","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","APT 75, WYCKHAM PLACE, WYCKHAM WAY DUBLIN 16","Dublin 16","Dublin","€382,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","Brookwood Lodge, Glenamuck Road South, Carrickmines","Dublin 18","Dublin","€792,951.54","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"08/01/2018","COOLMANAGH, 75CARRICKBREAC RD, BAILY DUBLIN 13","Dublin 13","Dublin","€1,620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","MEADOWBROOK, INCH ROAD, BALROTHERY","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","MOUNTEAGLE HOUSE, KILGOBBIN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€1,675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","PRAGUE, JOHNSTOWN COURT, DUN LAOGHAIRE","","Dublin","€2,020,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","SEASPRAY, NEWTOWNSMITH, SANDYCOVE","","Dublin","€1,560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2018","WOODVILLE, BELINSTOWN, BALLYBOUGHAL","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","1 ORCHARD RD, OFF CLONIFF RD, BALLYBOUGH","Dublin 3","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","1 The Way, Citywest Village, Citywest","Dublin 24","Dublin","€286,343.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2018","131 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","14 KILBARRACK GROVE, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","15 AILESBURY PARK, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€2,500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","17 WILLOW WOOD GREEN, HARTSTOWN, DUBLIN 15","Dublin 15","Dublin","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","19 Terenure Gate, Terenure, Dublin 6w","Dublin 6w","Dublin","€691,629.94","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"09/01/2018","1A SARSFIELD ST, OFF BERKELEY RD, DUBLIN 7","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","1B SARSFILED ROAD, PHIBBSBOROUGH, DUBLIN 7","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","2 CLOISTER GATE, CARYSFORT AVE, BLACKROCK","","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","2 MILLRACE WALK, SAGGART, DUBLIN","Dublin 24","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","20 Birch House, Silverbanks, Baldoyle","","Dublin","€145,374.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2018","226 THE RICHMOND, NORTH BRUNSWICK ST, DUBLIN 7","Dublin 7","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","23 Beechwood Gate, Beechwood, Hansfield","Dublin 15","Dublin","€277,533.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2018","26 Rathmill Green, Rathmill Manor, Rathcole","","Dublin","€333,920.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"09/01/2018","3 The Lane, Millers Glen, Swords","","Dublin","€405,606.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"09/01/2018","38 ST KEVINS PARK, DARTRY, DUBLIN 6","Dublin 6","Dublin","€1,650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","40 ASHBROOK, HOWTH RD, CLONTARF DUBLIN 3","Dublin 3","Dublin","€637,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2018","45 THE ROWAN, ROCKFIELD, DUNDRUM","Dublin 16","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
