Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"04/01/2013","18 The Castlelands, Rathfarnham, Dublin 14","","Dublin","€229,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","23 Mount Drummond Square, Harolds Cross, Dublin 6W","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","23 Slade Castle Walk, Saggart","","Dublin","€146,255.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2013","25 Orwell Woods, Darty, Dublin 6","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","32 Verschoyle Park, Saggart Abbey, Citywest","","Dublin","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","38 Castlepark Gardens Residence, Castlepark Road, Sandycove","","Dublin","€242,291.74","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2013","40 Woodhaven, Clondalkin, Dublin 22","","Dublin","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","5 Leinster Place, Rathmines","Dublin 6","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","55 Corofin House, Clare Village, Clarehall","","Dublin","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","6 The Paddocks Crescent, Adamstown","","Dublin","€176,211.45","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2013","60 O'Connell Gardens, Sandymount, Dublin 4","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","60 Slievemore Road, Drimnagh","Dublin 12","Dublin","€74,035.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","63 Mount Eagle View, Leopardstown Heights","Dublin 18","Dublin","€408,350.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","70 Hanstead Crescent, Lucan","","Dublin","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","8 Ash Park Heath, Lucan, Cco. Dublin","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","9 Moy Glas View, Lucan, County Dublin","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","Apartment 15 Chapelhill, Chapelizod, Dublin 20","","Dublin","€200,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/01/2013","Apartment 17 The Lighthouse, Robswall, Malahide","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","Apartment 3  House 12, Linden Square, Blackrock","","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","BALDWINSTOWN, GARRISTOWN, CO DUBLIN","","Dublin","€137,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/01/2013","Brook Cottage, Oldtown, Co. Dublin","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2013","6 Hannaville Park, Terenure, Dublin 6W","","Dublin","€715,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","12 Watermeadow Drive, Old Bawn, Tallaght","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","238 Pearse Road, sallynoggin, Dun Laoghaire","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","247, NORTH CIRCULAR ROAD, DUBLIN 8","Dublin 8","Dublin","€339,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","26 Forest Court, Rivervalley, Swords","","Dublin","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","27 Kingswood View, Tallaght, Dublin 24","","Dublin","€224,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","30 north wing, old connaught house, rathmichael","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","33 Ballisk Court, Donabate","","Dublin","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","33a Ashcroft, Raheny, Dublin 5","Dublin 5","Dublin","€245,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/01/2013","34  Ravensdale Drive, Kimmage, Dublin 12","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","40 Warren Green, Warrenhouse Road, Baldoyle","Dublin 13","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","408 South Circular Road, Dublin 8","Dublin 8","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","47 CARNLOUGH ROAD, CABRA","Dublin 7","Dublin","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","47 Shelmalier Road, East Wall","Dublin 3","Dublin","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","5 Heatherview Drive, Aylesbury, Tallaght","","Dublin","€194,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","8 Beechlawn Close, Artane","Dublin 5","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2013","90 Harolds Cross Road, Harolds Cross, Dublin 6","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","10 Hazelcroft Gardens, Finglas","Dublin 11","Dublin","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","11 Aubrey, Shankill","","Dublin","€198,238.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2013","215 Waterside, Charlotte Quay, Ringsend","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","424 South Circular Road, Dublin 8","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","7 kilbarrack gardens, dublin 5","Dublin 5","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","75 Lower Dodder Road, Rathfarnham","Dublin 14","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","Apt 56 Cedar Square, Ridgewood, Swords","","Dublin","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","Apt 91 Castledawson, Blackrock","","Dublin","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2013","Site 66 Berkeley Court, Temple Road, Blackrock","","Dublin","€408,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","10B Sycamore Close, Cabinteely","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","112 Marsham Court, Upper Kilmacud Road","","Dublin","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","145 Richmond Road, Drumcondra","Dublin 3","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","15 Glenbourne Close, Leopardstown, Dublin 18","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","15 Rathmichael Manor  Whitegables, Loughlinstown Co Dublin","","Dublin","€334,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","3 Summerhill Place, Dublin 1","","Dublin","€34,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","35 Carrickbrack Heath, Sutton, Dublin 13","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","39 Mariners Court, Howth Road, Sutton","Dublin 13","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","5 Mount Drummond Square, Harold's Cross, Dublin","Dublin 6","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","69 Achill Square, Waterville, Blanchardstown","","Dublin","€129,515.41","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/01/2013","8 Eugene Street, Dublin 8","","Dublin","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","93 Bird Avenue, Clonskeagh","Dublin 14","Dublin","€504,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2013","Apartment 5 Kelston Avenue, Leopardstown Road, Foxrock","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","1 Esker Meadow Grove, Lucan","","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","19 North Great Clarence Street, Dublin 1","","Dublin","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","20 Elmfield Green, Clare Hall, Dublin 13","Dublin 13","Dublin","€289,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","23/24 Lower Dorset Street, Dublin","Dublin 1","Dublin","€680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","25 Brabazon Square, Dublin 8","Dublin 8","Dublin","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","27 Auburn Street, Parish of St. Mary","Dublin 7","Dublin","€151,277.77","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","28brennanstown avenue, cabinteely","Dublin 18","Dublin","€444,934.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"10/01/2013","3 De Selby Green, Tallaght","","Dublin","€147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","30 Glasanaon Road, Finglas","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","317 Bannow Road, Cabra West, Dublin 7","","Dublin","€10,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","36 Edendale Road, Ranelagh, Dublin 6","Dublin 6","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","4 Coldwell Street, Glasthule","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","4 Tamarisk Grove, Tallaght, Dublin 24","","Dublin","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","4 Upper Gardiner Street, Dublin 1","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","46 Westbourne Green, Clondalkin, Dublin 22","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","518 Pearse Villas, Sallynoggin","","Dublin","€164,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","55 Cairnbrook Avenue, Glenamuck Road, Carrickmines","Dublin 18","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","62 Cloncurry House, Spencer Dock, North Wall Quay","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2013","Apt 24 The Willow, Parkview, Stepaside","","Dublin","€167,400.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2013","116 Raheny Road, Raheny","Dublin 5","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","13 Brooklawn Avenue, Newtownpark Avenue, Blackrock","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","14 Grosvenor Court, Vernon Avenue, Clontarf","Dublin 3","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","19 Merrion Woods, Stillorgan Road, Blackrock","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","2 Church Street, East Wall","","Dublin","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","2 Ladycove, Palmer Road, Rush","","Dublin","€85,860.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","2 The Orchard, Cloverhill Road, Clondalkin","","Dublin","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","26 Greenville Terrace, Dublin 8","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","27 Killiney Towers, Killiney","","Dublin","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","3 Abbey Close, Loreto Terrace, Rathfarnham","","Dublin","€500,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"11/01/2013","34 Deerpark road, Mount Merrion","","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","34 Slade Castle Walk, Slade Castle, Saggert","","Dublin","€129,950.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2013","36 Clarinda Park, Dun Laoghaire","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","37 Cowper Hall, Mount St. Annes, Milltown","Dublin 6","Dublin","€281,938.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2013","44 Brennanstown Avenue, Brennanstown, Cabinteely","","Dublin","€500,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"11/01/2013","51  Griffith Drive, Finglas, Dublin 11","Dublin 11","Dublin","€133,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","54 Grange Road, Baldoyle, Dublin 13","Dublin 13","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","64 The Crescent, Robswall, Malahide","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","8 Windsor Road, Rathmines","","Dublin","€860,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","87 Castlecurragh Vale, Mulhuddart","Dublin 15","Dublin","€81,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","9 Sundrive Park, Kimmage, Dublin 12","","Dublin","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","97 Lower Beechwood Avenue, Ranelagh","","Dublin","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","Apartment 89 The Atrium, Roebuck Hill  Roebuck Road, Mount Merion","","Dublin","€226,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"11/01/2013","Apt. 57 Liberty Corner, Foley Street","Dublin 1","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","Ardeevin House, Ardeevin Road, Dalkey","","Dublin","€12,335.51","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2013","Seaverge, Greenfield Road, Sutton","Dublin 13","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","1 Prague Haus, College Road, Castleknock","","Dublin","€748,898.68","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/01/2013","105 Harmonstown Road, Dublin 5","Dublin 5","Dublin","€132,943.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","121 Bremore Castle, Balbriggan","","Dublin","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","14 Barnwell Avenue, Hansfield","","Dublin","€103,756.75","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"14/01/2013","143 Gaybrook Lawns, Malahide","","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","15 The Grange, Ballyboughal, Co Dublin","","Dublin","€195,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/01/2013","2 Austin Cottages, Ballybough, Dublin 3","","Dublin","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","20 Abbey Park, Baldoyle","Dublin 13","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","25  Meadow Way, Hartstown","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","26 Hansted Dale, Finnstown, Lucan","","Dublin","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","26 the Cresent, Carrickmines Manor, Glenamuck Road","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","29 Kellys Bay Drive, Skerries","","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","30 Malton House, Custom House Square, Dublin 1","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","41 Haddington Road, Dublin 4","","Dublin","€42,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","43 Orpen Green, Stillorgan","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","64 St Fintan's Villas, Deansgrange","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","66 Ferrycarrig Park, Coolock","Dublin 17","Dublin","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","75 Kildonan Avenue, Finglas West, Dublin 11","","Dublin","€58,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","81 The Cresent, Carrickmines Manor, Glenamuck Road","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","Apartment 306, Carrington, Northwood  Santry","Dublin 9","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","Apartment No. 1 Grange House, Taylors Hill, Rathfarnham","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2013","Apt. 45 Kirkpatrick House, Spencer Dock, North Wall Quay","Dublin 1","Dublin","€260,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","1 Ninth Lock, Clondalkin","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","10 Cruise Park Court, Cruise Park","","Dublin","€41,520.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","10 Cruise Park Drive, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","103 Cruise Park Drive, Cruise Park","","Dublin","€32,826.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","11 Cruise Park Court, Cruise Park","","Dublin","€59,685.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","11 The Coppins, Foxrock","","Dublin","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","111 Cruise Park Drive, Cruise Park","","Dublin","€37,800.50","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","113 Cruise Park Drive, Cruise Park","","Dublin","€34,816.25","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","115 Cruise Park Drive, Cruise Park","","Dublin","€28,847.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","117 Cruise Park Drive, Cruise Park","","Dublin","€39,790.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","119 Cruise Park Drive, Cruise Park","","Dublin","€41,779.50","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","12 Cruise Park Court, Cruise Park","","Dublin","€31,140.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","12 Cruise Park Rise, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","121 Cruise Park Drive, Cruise Park","","Dublin","€44,763.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","129 Rockford Park, Blackrock, Co Dublin","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","14 Cruise Park Court, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","14 Cruise Park Rise, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","15  The Crescent, Clontarf, Dublin 3","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","16 Cruise Park Court, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","17 Cruise Park Drive, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","18 Cruise Park Court, Cruise Park","","Dublin","€39,790.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","18 Cruise Park Rise, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","2 Cruise Park Court, Cruise Park","","Dublin","€29,842.50","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","20 Bloomfield Avenue, Portobello, Dublin 8","","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","23 Cruise Park Avenue, Cruise Park","","Dublin","€42,774.25","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","24 Cruise Park Avenue, Cruise Park","","Dublin","€28,847.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","25 Cruise Park Avenue, Cruise Park","","Dublin","€27,853.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","26 Shanliss Park, Santry","Dublin 9","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","267 Cruise Park Drive, Cruise Park","","Dublin","€103,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","27 Esker Meadow Rise, Lucan","","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","3 Cruise Park Avenue, Cruise Park","","Dublin","€32,826.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","30 Cruise Park Avenue, Cruise Park","","Dublin","€28,847.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","31 Killiney Road, Killiney","","Dublin","€623,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","32 Cruise Park Avenue, Cruise Park","","Dublin","€27,853.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","371 Marina Village, Malahide","","Dublin","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","4 Cruise Park Avenue, Cruise Park","","Dublin","€32,826.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","44 dean swift road, glasnevin, dublin","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","44 hampton court, clontarf, dublin","","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","45 parkvale, sandyford road, dublin 16","Dublin 16","Dublin","€1,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","5 Cruise Park Avenue, Cruise Park","","Dublin","€32,826.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2013","55 Moorefield Drive, Clondalkin","Dublin 22","Dublin","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2013","7 Cruise Park Avenue, Cruise Park","","Dublin","€32,826.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
