Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"02/01/2015","108 THE HARDWICKE VILLAGE, NORTH BRUNSWICK ST, DUBLIN 7","Dublin 7","Dublin","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2015","12 THE CEDARS, MONKSTOWN VALLEY, MONKSTOWN","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/01/2015","4 SHREWSBURY, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/01/2015","46 HOLYWELL, UPR KILMACUD RD, DUBLIN 14","Dublin 14","Dublin","€592,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","12 VILLA PARK AVE, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","147 OWENS AVE, CEANNT FORT, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","16 THE HEIGHTS, ROBSWALL, MALAHIDE","","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","167 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","2 LINNETFIELDS COURT, CASTAHEANY, CLONEE","Dublin 15","Dublin","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","243 SEAPARK, MALAHIDE, DUBLIN","Dublin 3","Dublin","€740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","25 NEW ROW SQ, NEW ROW SOUTH, DUBLIN 8","Dublin 8","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","40 ORMOND RD, RATHMINES, DUBLIN","Dublin 6","Dublin","€1,145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","42 The Courtyard, Clonsilla","Dublin 15","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","61 CHARLEMONT, GRIFFITH AVE, DUBLIN 9","Dublin 9","Dublin","€557,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","65 MALTON HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1","Dublin 1","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","7 ST FINBARR'S ROAD, CABRA, DUBLIN 7","Dublin 7","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","71 MARLAY VIEW, BALLINTEER AVE, BALLINTEER DUBLIN 16","Dublin 16","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","Abbotsford, Brighton Road, Foxrock","Dublin 18","Dublin","€1,739,391.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/01/2015","The Grange, 1 and 2 FITZWILLIAM PLACE NORTH, DUBLIN 7","Dublin 7","Dublin","€354,000.00","No","No","Second-Hand Dwelling house /Apartment",""
