Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"06/01/2020","29 COLLEGE DR, TERENURE, DUBLIN CITY","","Dublin","€535,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","33 HARDIMAN RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€356,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","38 BISHOPS GATE, ENNISKERRY ROAD, KILTERNAN","Dublin 18","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","39 RIVERWOOD GARDENS, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","4 OAKTREE RD, STILLORGAN, DUBLIN","","Dublin","€612,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","48 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€267,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","5 Knightsgate Avenue, Rush","","Dublin","€325,991.18","No","Yes","New Dwelling house /Apartment",""
"06/01/2020","53 GLEANN NA RI, DRUID VALLEY, CABINTEELY","Dublin 18","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","53 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","6 Burgage Lane, Station Road, Lusk","","Dublin","€295,154.85","No","Yes","New Dwelling house /Apartment",""
"06/01/2020","7 BURTON HOUSE, MAYOR SQ, LOWER MAYOR ST DUBLIN 1","Dublin 1","Dublin","€30,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","72 KNOCKMAREE, ST LAURENCES RD, CHAPELIZOD DUBLIN 20","Dublin 20","Dublin","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/01/2020","88 Bishops Gate, Kilternan","Dublin 18","Dublin","€519,823.00","No","Yes","New Dwelling house /Apartment",""
"06/01/2020","APT 15, 55 MOUNTJOY SQ WEST, DUBLIN 1","Dublin 1","Dublin","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","1 GLENMAROON RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","11 LOUGH CONN TERRACE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","12 STONECROFT SHANGANAGHK RD, KILLINEY, DUBLIN","","Dublin","€399,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","155 SHANLISS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€362,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","2 ASPEN PARK, KINSEALY, SWORDS","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","20 ORMOND CLOSE, SWORDS MANOR, SWORDS","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","219 CHERRYWOOD PK, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€217,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","29 BALBRIGGAN ST, SKERRIES, DUBLIN","","Dublin","€457,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","3 SANDYCOVE AVE EAST, DUN LAOGHAIRE, DUBLIN","","Dublin","€1,092,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","3 SLADE CASTLE CLOSE, SAGGART, DUBLIN","Dublin 24","Dublin","€201,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","38 The Grove, St. Marnock's Bay, Station Road","","Dublin","€396,400.00","No","Yes","New Dwelling house /Apartment",""
"07/01/2020","49 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€533,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","5 ABBEYFIELD, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","7 CORRIB RD, TERENURE, DUBLIN 6W","","Dublin","€482,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","8 REILLYS AVE, DOLPHINS BARN, DUBLIN 8","Dublin 8","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","81 HANDEL HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","93 PRIORSGATE, TALLAGHT, DUBLIN 24","","Dublin","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","CLONROSS, NAVAN RD, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€1,350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/01/2020","SAINT MARY OF THE SERVANTS, BLAKESTOWN, DUBLIN 15","","Dublin","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","1 GREENVILLE RD, STRADBROOK, BLACKROCK","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","12 MOREEN LAWNS, SANDYFORD, DUBLIN 16","Dublin 16","Dublin","€376,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","131 FINGLAS PARK, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","14 GARRAN CHLUAIN NA HEASCRACH, LEAMHCAN, DUBLIN","Dublin 15","Dublin","€316,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","14 WESTBOURNE DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","144 CORBAWN WOOD, SHANKILL, DUBLIN","Dublin 18","Dublin","€532,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","19 DOMVILLE GROVE, KILLINEY HILL RD, KILLINEY","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","2 SPRANGERS YARD, TEMPLE BAR, DUBLIN 2","Dublin 2","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","20 Meadowbank Lane, Millers Glen, Swords","","Dublin","€360,000.00","No","Yes","New Dwelling house /Apartment",""
"08/01/2020","23 CASTLEKNOCK CRESCENT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","24 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","26 DODDERBROOK PARK, DODDERBROOK, OLDCOURT ROAD","Dublin 24","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","27 WAINSFORT AVE, TERENURE, DUBLIN 6W","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","34 The Crescent, St Marnock's Bay, Portmarnock","","Dublin","€440,528.80","No","Yes","New Dwelling house /Apartment",""
"08/01/2020","35 The Grove, St. Marnocks Bay, Station Road","","Dublin","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"08/01/2020","41 FOXROCK MANOR, FOXROCK, DUBLIN","Dublin 18","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","41 OXMANTOWN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","440 GALTYMORE RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€253,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","46 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","51 THE HEIGHTS, MELROSE PARK, KINSEALY","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","52 OLCOVAR, DUBLIN RD, SHANKILL","Dublin 18","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","6 RUSSELL AVE, DRUMCONDRA, DUBLIN 3","Dublin 3","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","6 SWEETMOUNT AVENUE, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","64 BERESFORD HOUSE, CUSTOM HOUSE SQ, IFSC DUBLIN 1","Dublin 1","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","69 OAK RISE, GREENPARK, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","7 KILLININNY COURT, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","78 CHANCERY STREET, DUBLIN 7","","Dublin","€186,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","APT 10 ALDBOROUGH COURT, PORTLAND ROW, NORTH STRAND","Dublin 1","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","APT 11A, BLOOMFIELD PARK, DONNYBROOK","","Dublin","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","APT 2, 37 LEINSTER SQ, RATHMINES DUBLIN 6","Dublin 6","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2020","APT 6  3 DERMOT STREET, BEAUPARK ROAD, CLONGRIFFIN","Dublin 13","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","1 NEW COTTAGE, BACK LANE, BALDOYLE","","Dublin","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","1 WAINSFORT GARDENS, TEMPLEOGUE, DUBLIN 6W","","Dublin","€488,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","106 OLCOVAR, SHANKILL, DUBLIN","Dublin 18","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","11 FORTFIELD PARK, TERENURE, DUBLIN 6W","","Dublin","€917,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","11 TOWNPARKS, SKERRIES, DUBLIN","","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","111 COOLEY RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","118 STAPOLIN LAWNS, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","€453,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","12 The Crescent, St. Marnock's Bay, Portmarnock","","Dublin","€594,713.00","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","128 NEW SESKIN COURT, WHITESTOWN WAY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","13 BROOKFIELD RD, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","16 Riverwood Square, Castleknock, Dublin 15","Dublin 15","Dublin","€374,449.34","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","17 Bishops Gate, Enniskerry Road, Kilternan","Dublin 18","Dublin","€471,366.00","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","19 BELARMINE COURT, STEPASIDE, DUBLIN 18","Dublin 18","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","2 HILLSBOROUGH APTS, LARAGHCON, LUCAN","","Dublin","€250,000.00","No","No","New Dwelling house /Apartment",""
"09/01/2020","20 PALMERSTON GARDENS, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€1,464,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","21 Halwell Drive, Halwell, Lucan","","Dublin","€335,000.00","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","22 LOWER CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","23 SYCAMORE RD, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","24 Riverwood Dene, Castleknock","Dublin 15","Dublin","€466,961.65","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","29 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","29, RUTLAND AVENUE, CRUMLIN DUBLIN 12","Dublin 12","Dublin","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","3 Burgage Lane, Station Road, Lusk","","Dublin","€317,180.61","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","3 DUNMORE LAWN, BALLYMOUNT, DUBLIN 24","","Dublin","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","3 Kenure Gate, Rush, County Dublin","","Dublin","€301,762.11","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","3 KNIGHTSWOOD, BALROTHERY, BALBRIGGAN","","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","30 DUN EMER AVENUE, LUSK, CO DUBLIN","","Dublin","€297,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","37 GOATSTOWN RD, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€751,260.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","39 GRANGE ABBEY RD, DONAGHMEDE, DUBLIN 13","Dublin 13","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","39 LLEWELLYN GROVE, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","3, SAINT ANTHONYS PARK, RIALTO DUBLIN 8","Dublin 8","Dublin","€129,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","4 KILKIERAN COURT, CABRA, DUBLIN","Dublin 7","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","4 MONASTERY RD, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€40,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","4 RED ARCHES CLOSE, THE COAST, BALDOYLE","Dublin 13","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","40 COLLINS AVE, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","46 BELGROVE PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€363,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","5 CHURCH RD, DALKEY, DUBLIN","","Dublin","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","54 RIVERVALLEY DR, RIVERVALLEY, SWORDS","","Dublin","€386,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","55 CLONTARF PK, DUBLIN 3, DUBLIN","Dublin 3","Dublin","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","57 FANCOURT HEIGHTS, BALBRIGGAN, DUBLIN","","Dublin","€227,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","6 ROSSE COURT HOUSE, LUCAN, DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","92 CITY GATE, ST AUGUSTINE ST, DUBLIN 8","Dublin 8","Dublin","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","94 OAKTON PARK, BALLYBRACK, DUN LAOGHAIRE","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","Apartment 15, Sycamore Hall, Clay Farm","Dublin 18","Dublin","€365,638.76","No","Yes","New Dwelling house /Apartment",""
"09/01/2020","APT 10, BUTLER COURT, LOWER ORMOND QUAY DUBLIN 1","Dublin 1","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","APT 621 BLOCK D1  THE CUBES, BEACON SOUTH QUARTER, SANDYFORD","Dublin 18","Dublin","€322,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","BALSCADDEN, RING COMMONS, DUBLIN","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","INNISCARRA, BALLYBRIDE RD, SHANKILL DUBLIN 18","Dublin 18","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2020","SIN E, NEWLANDS RD, DUBLIN 22","Dublin 22","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","1 Burgage Lane, Lusk","","Dublin","€370,000.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","1 MOOREFIELD DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","106 BELGROVE PK MT PROPSECT LAWNS, MOUNT PROSPECT AVE CLONTARF, DUBLIN CITY","Dublin 15","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","11 ARDMOR CLOSE, TALLAGHT, DUBLIN","Dublin 24","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","11 Rahillion Way, Donabate, Co. Dublin","","Dublin","€511,014.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","115 BROOKWOOD AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€432,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","12 CRAIGLANDS, ARDEEVIN RD, DALKEY","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","120 HOGAN HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","121 ST MARY'S ROAD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€387,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","13 BLACKWOOD CRESCENT, ONGAR CHASE, DUBLIN 15","Dublin 15","Dublin","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","134 THE ACADEMY BUILDING POINT, PARK WEST DUBLIN 12, DUBLIN","Dublin 15","Dublin","€134,132.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","15 PEMBROKE SQ, RINGSEND, DUBLIN 2","Dublin 4","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","15 RAMLEH CLOSE, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","15 SERPENTINE AVE, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€810,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","152 BRACKEN HILL, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","153 LANSDOWNE PARK, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€1,010,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","165 SKELLIG HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1","Dublin 1","Dublin","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","17 GARRISTOWN ORCHARD, GARRISTOWN","","Dublin","€289,867.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","17 ST MARGARETS RD, MALAHIDE, DUBLIN","","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","21 ELMCASTLE WALK, KILNAMANAGH, DUBLIN 24","Dublin 24","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","21 MELVILLE PK, MEAKSTOWN, DUBLIN 11","Dublin 11","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","211 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8","Dublin 8","Dublin","€331,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","23 SHANLISS WAY, SANTRY, DUBLIN 9","Dublin 9","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","24 BROOKFIELD COURT, RICHMOND AVE SOUTH, DUBLIN 6","Dublin 6","Dublin","€615,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","24 SWEET BRIAR LANE, KILMACUD, DUBLIN 14","Dublin 14","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","24 The Grove, St. Marnock's Bay, Station Road","","Dublin","€400,891.00","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","243 NEPTUNE HOUSE, BELLEVUE APTS, ISLANDBRIDGE","Dublin 8","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","25 BALLSBRIDGE TERRACE, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","25 SAINT PATRICK'S ROAD, GREENHILLS, DUBLIN 12","","Dublin","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","26 Clairville Lodge, Malahide","","Dublin","€762,114.54","No","Yes","New Dwelling house /Apartment",""
"10/01/2020","28 CLONLIFFE AVE, DUBLIN 3, DUBLIN","Dublin 3","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2020","3 CLIFTON TERRACE, SEAPOINT AVE, MONKSTOWN","","Dublin","€2,240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
