SMALL_AREA,OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID,ESRI_OID,Shape__Are,Shape__Len,Cluster
268050003,13409,4c07d11e-2d42-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2046,268050,Clontarf West E,268050003,A268050003,13409,5.40E-06,0.014658605,3
267030001,13410,4c07d11e-2cac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4011,267030,Blanchardstown-Corduff,267030001,A267030001,13410,7.71E-06,0.013690634,3
267027006,13411,4c07d11e-2cad-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4008,267027,Blanchardstown-Abbotstown,267027006,A267027006,13411,1.34E-05,0.017630533,2
267027007,13412,4c07d11e-2cb5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4008,267027,Blanchardstown-Abbotstown,267027007,A267027007,13412,3.91E-06,0.009896231,2
267030007,13413,4c07d11e-2cb6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4011,267030,Blanchardstown-Corduff,267030007,A267030007,13413,6.72E-06,0.011709822,6
267030011,13414,4c07d11e-2cb7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4011,267030,Blanchardstown-Corduff,267030011,A267030011,13414,9.27E-06,0.01375972,5
268069007,13415,4c07d11e-2cc3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2057,268069,Finglas South D,268069007,A268069007,13415,5.90E-06,0.010542226,3
268065014,13416,4c07d11e-2d24-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2053,268065,Finglas North C,268065014,A268065014,13416,6.67E-06,0.013882059,3
267118015,13418,4c07d11e-27b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118015,A267118015,13418,1.82E-05,0.020092677,2
268063007,13424,4c07d11e-2cf4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2051,268063,Finglas North A,268063007,A268063007,13424,4.01E-06,0.01670549,6
268063009,13425,4c07d11e-2cf5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2051,268063,Finglas North A,268063009,A268063009,13425,5.27E-06,0.014142476,3
268065008,13426,4c07d11e-2d25-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2053,268065,Finglas North C,268065008,A268065008,13426,5.55E-06,0.014169906,4
268070003,13427,4c07d11e-2d28-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2058,268070,Grace Park,268070003,A268070003,13427,6.02E-06,0.013033309,4
268048002,13430,4c07d11e-2d50-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048002,A268048002,13430,5.16E-06,0.010369121,7
268048003,13431,4c07d11e-2d51-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048003,A268048003,13431,8.36E-06,0.023518034,7
268048013,13432,4c07d11e-2d52-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048013,A268048013,13432,5.57E-06,0.009726932,4
268048012,13433,4c07d11e-2d5f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048012,A268048012,13433,8.88E-06,0.015196452,7
268044006,13434,4c07d11e-2d60-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2040,268044,Clontarf East D,268044006,A268044006,13434,7.77E-06,0.017385549,4
268047008,13435,4c07d11e-2a68-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2043,268047,Clontarf West B,268047008,A268047008,13435,1.23E-05,0.017799277,3
268047011,13436,4c07d11e-2a69-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2043,268047,Clontarf West B,268047011,A268047011,13436,4.65E-06,0.015497835,3
268050001,13437,4c07d11e-2d35-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2046,268050,Clontarf West E,268050001,A268050001,13437,4.13E-06,0.012435327,4
268049009,13438,4c07d11e-2d29-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2045,268049,Clontarf West D,268049009,A268049009,13438,4.45E-06,0.012116353,7
268048008,13439,4c07d11e-2d2a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048008,A268048008,13439,4.81E-06,0.011907145,7
268025001,13440,4c07d11e-2cb4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2025,268025,Beaumont E,268025001,A268025001,13440,7.29E-06,0.012898608,4
268019006,13441,4c07d11e-2ce2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2019,268019,Ballymun E,268019006,A268019006,13441,1.04E-05,0.015169445,4
267118023,13442,4c07d11e-270e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118023,A267118023,13442,3.17E-05,0.022757173,5
267118021,13443,4c07d11e-270f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118021,A267118021,13443,1.00E-05,0.016338133,2
267118029,13444,4c07d11e-2710-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118029,A267118029,13444,1.06E-05,0.013703753,5
268044007,13445,4c07d11e-2d61-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2040,268044,Clontarf East D,268044007,A268044007,13445,8.54E-06,0.013825881,7
268048014,13446,4c07d11e-2d62-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2044,268048,Clontarf West C,268048014,A268048014,13446,6.81E-06,0.012907594,7
268006033,13447,4c07d11e-2cc0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2006,268006,Ashtown A,268006033,A268006033,13447,2.25E-06,0.009834561,2
268069004,13448,4c07d11e-2cc1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2057,268069,Finglas South D,268069004,A268069004,13448,1.93E-05,0.026116158,3
268068003,13449,4c07d11e-2cc2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2056,268068,Finglas South C,268068003,A268068003,13449,7.44E-06,0.012702298,6
268020004,13450,4c07d11e-2cd5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2020,268020,Ballymun F,268020004,A268020004,13450,8.04E-06,0.019043897,4
268067004,13451,4c07d11e-2cce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2055,268067,Finglas South B,268067004,A268067004,13451,2.18E-05,0.023167115,3
268031006,13452,4c07d11e-2cdb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2031,268031,Cabra East B,268031006,A268031006,13452,3.60E-06,0.010590964,3
268034010,13453,4c07d11e-2cdc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2034,268034,Cabra West B,268034010,A268034010,13453,3.38E-06,0.014245229,3
268034006,13454,4c07d11e-2ce6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2034,268034,Cabra West B,268034006,A268034006,13454,6.86E-06,0.014413832,3
268034003,13455,4c07d11e-2ce7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2034,268034,Cabra West B,268034003,A268034003,13455,1.34E-05,0.018220801,3
267065022,13456,4c07d11e-2784-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065022,A267065022,13456,7.71E-06,0.014104959,5
267065030,13457,4c07d11e-2785-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065030,A267065030,13457,1.34E-05,0.018177808,3
267118006,13458,4c07d11e-2786-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118006,A267118006,13458,1.20E-05,0.022175577,5
268033006,13459,4c07d11e-2ccd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2033,268033,Cabra West A,268033006,A268033006,13459,3.57E-05,0.031577847,4
268035003,13460,4c07d11e-2cd9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2035,268035,Cabra West C,268035003,A268035003,13460,1.09E-05,0.018039761,3
268030004,13461,4c07d11e-2cda-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2030,268030,Cabra East A,268030004,A268030004,13461,6.71E-06,0.013477284,4
268064005,13462,4c07d11e-2d00-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2052,268064,Finglas North B,268064005,A268064005,13462,4.95E-06,0.011319324,3
268065011,13463,4c07d11e-2d2d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2053,268065,Finglas North C,268065011,A268065011,13463,5.55E-06,0.009367832,4
268012004,13464,4c07d11e-2d2e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2011,268012,Ballygall A,268012004,A268012004,13464,7.04E-06,0.016558614,4
268014005,13465,4c07d11e-2d2f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2014,268014,Ballygall D,268014005,A268014005,13465,6.87E-06,0.011261156,3
268064003,13471,4c07d11e-2d01-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2052,268064,Finglas North B,268064003,A268064003,13471,5.84E-06,0.013193797,6
268064001,13472,4c07d11e-2d02-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2052,268064,Finglas North B,268064001,A268064001,13472,9.25E-06,0.013318623,3
268011004,13473,4c07d11e-2cb9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2013,268011,Ballygall C,268011004,A268011004,13473,7.07E-06,0.020076802,4
268065005,13474,4c07d11e-2cba-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2053,268065,Finglas North C,268065005,A268065005,13474,5.71E-06,0.012789115,3
267118019,13475,4c07d11e-27b1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118019,A267118019,13475,1.08E-05,0.024766852,4
267002030,13476,4c07d11e-29cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002030,A267002030,13476,1.33E-05,0.020164635,5
268011010,13478,4c07d11e-2d66-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2013,268011,Ballygall C,268011010,A268011010,13478,1.26E-05,0.023747516,3
268011007,13479,4c07d11e-2d67-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2013,268011,Ballygall C,268011007,A268011007,13479,1.26E-05,0.020609179,4
268011008,13480,4c07d11e-2cae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2013,268011,Ballygall C,268011008,A268011008,13480,9.58E-06,0.016943727,4
268011003,13481,4c07d11e-2caf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2013,268011,Ballygall C,268011003,A268011003,13481,7.82E-06,0.018178995,4
268019004,13482,4c07d11e-2ced-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2019,268019,Ballymun E,268019004,A268019004,13482,7.03E-06,0.017359196,4
268015001,13483,4c07d11e-2cee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2015,268015,Ballymun A,268015001/268015004,A268015001/268015004,13483,6.72E-06,0.012561836,6
268096004,13484,4c07d11e-2d4e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2117,268096,Mansion House A,268096004,A268096004,13484,5.46E-06,0.014772599,1
268106009,13485,4c07d11e-2d5a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2075,268106,North City,268106009,A268106009,13485,4.86E-06,0.009483819,1
268143012,13486,4c07d11e-2d5e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2147,268143,South Dock,268143012,A268143012,13486,8.91E-06,0.014462356,7
268143025,13487,4c07d11e-2d68-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2147,268143,South Dock,268143025,A268143025,13487,2.12E-06,0.008255179,7
268109012,13488,4c07d11e-2d69-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2078,268109,North Dock C,268109012,A268109012,13488,2.71E-05,0.030687101,7
268109017,13489,4c07d11e-2d6a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2078,268109,North Dock C,268109017,A268109017,13489,1.80E-05,0.02238248,6
268020009,13490,4c07d11e-2cd3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2020,268020,Ballymun F,268020009,A268020009,13490,4.87E-06,0.012384983,4
268020008,13491,4c07d11e-2cd4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2020,268020,Ballymun F,268020008,A268020008,13491,6.31E-06,0.016246594,4
267158004,13493,4c07d11e-2d3c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158004,A267158004,13493,5.27E-06,0.011410011,2
268018016,13494,4c07d11e-2ce0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2018,268018,Ballymun D,268018016,A268018016,13494,1.08E-05,0.017034843,6
268019005,13495,4c07d11e-2ce1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2019,268019,Ballymun E,268019005,A268019005,13495,7.46E-06,0.026587613,4
268140015,13496,4c07d11e-2d4b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2144,268140,Royal Exchange A,268140015,A268140015,13496,1.15E-05,0.015785588,1
268106001,13497,4c07d11e-2d4c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2075,268106,North City,268106001,A268106001,13497,1.08E-05,0.01726005,1
268027001,13498,4c07d11e-2d21-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2027,268027,Botanic A,268027001,A268027001,13498,1.03E-05,0.019426186,7
268067006,13499,4c07d11e-2d22-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2055,268067,Finglas South B,268067006,A268067006,13499,1.15E-05,0.017257148,2
268027002,13500,4c07d11e-2d23-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2027,268027,Botanic A,268027002,A268027002,13500,9.98E-06,0.017586743,4
267110014,13501,4c07d11e-2f6d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4031,267110,Portmarnock North,267110014,A267110014,13501,6.93E-06,0.017106637,4
267105008,13502,4c07d11e-2f6e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105008,A267105008,13502,1.24E-05,0.020742162,4
268063001,13503,4c07d11e-2d03-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2051,268063,Finglas North A,268063001,A268063001,13503,1.33E-05,0.017210626,4
268030026,13504,4c07d11e-2d0a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2030,268030,Cabra East A,268030026,A268030026,13504,7.74E-06,0.011621248,7
268029005,13505,4c07d11e-2d0b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2029,268029,Botanic C,268029005,A268029005,13505,6.51E-06,0.019527225,4
268030027,13506,4c07d11e-2d0c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2030,268030,Cabra East A,268030027,A268030027,13506,2.28E-05,0.021905859,3
268027010,13507,4c07d11e-2d16-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2027,268027,Botanic A,268027010,A268027010,13507,4.68E-06,0.015179639,3
268029006,13508,4c07d11e-2d17-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2029,268029,Botanic C,268029006,A268029006,13508,5.77E-06,0.01254052,7
268028007,13509,4c07d11e-2d18-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2028,268028,Botanic B,268028007,A268028007,13509,8.74E-06,0.013859275,4
268014004,13510,4c07d11e-2d39-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2014,268014,Ballygall D,268014004,A268014004,13510,5.93E-06,0.013671174,3
268014010,13511,4c07d11e-2d3a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2014,268014,Ballygall D,268014010,A268014010,13511,1.72E-07,0.004058451,3
268012007,13512,4c07d11e-2d45-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2011,268012,Ballygall A,268012007,A268012007,13512,3.93E-06,0.011629095,3
267066013,13513,4c07d11e-2d04-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4020,267066,Dubber,267066013,A267066013,13513,4.76E-06,0.012586986,5
267066012,13514,4c07d11e-2d05-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4020,267066,Dubber,267066012,A267066012,13514,1.19E-05,0.017100876,2
268109005,13515,4c07d11e-2d6b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2078,268109,North Dock C,268109005,A268109005,13515,4.14E-06,0.012441937,6
268109004,13516,4c07d11e-2d6c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2078,268109,North Dock C,268109004,A268109004,13516,3.37E-06,0.009608272,6
267066003,13519,4c07d11e-2d06-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4020,267066,Dubber,267066003,A267066003,13519,9.79E-06,0.019064054,2
268063003,13520,4c07d11e-2d0d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2051,268063,Finglas North A,268063003,A268063003,13520,5.40E-06,0.017149051,3
268063002,13521,4c07d11e-2d0e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2051,268063,Finglas North A,268063002,A268063002,13521,4.13E-06,0.014474659,3
268016005,13522,4c07d11e-2d12-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016005,A268016005,13522,4.35E-06,0.011250067,6
268016002,13523,4c07d11e-2d1e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016002,A268016002,13523,5.81E-06,0.012129135,6
268016010,13524,4c07d11e-2d26-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016010,A268016010,13524,1.99E-05,0.030437586,6
268016015/268016018,13525,4c07d11e-2d27-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016015/268016018,A268016015/268016018,13525,4.38E-06,0.013208218,1
268015007,13529,4c07d11e-2d0f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2015,268015,Ballymun A,268015007,A268015007,13529,5.46E-06,0.011175727,6
268015005/268015014,13530,4c07d11e-2d10-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2015,268015,Ballymun A,268015005/268015014,A268015005/268015014,13530,1.47E-05,0.021882666,2
268016004,13531,4c07d11e-2d11-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016004,A268016004,13531,5.06E-06,0.009382708,6
267158006,13532,4c07d11e-2d3d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158006,A267158006,13532,5.19E-06,0.01147551,2
268016008/01,13533,4c07d11e-2d1b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016008/01,A268016008/01,13533,9.60E-06,0.016453463,6
268016007,13534,4c07d11e-2d1c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016007,A268016007,13534,8.07E-06,0.016760543,6
268016003,13535,4c07d11e-2d1d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2016,268016,Ballymun B,268016003,A268016003,13535,5.76E-06,0.012258939,6
268106015,13536,4c07d11e-2d4d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2075,268106,North City,268106015,A268106015,13536,3.62E-06,0.010955716,1
268139009/268139010,13537,4c07d11e-2d5b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2089,268139,Rotunda B,268139009,A268139009,13537,8.19E-06,0.013420112,6
268106016,13538,4c07d11e-2d5c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2075,268106,North City,268106016,A268106016,13538,1.89E-05,0.023542928,1
268104003,13539,4c07d11e-2d5d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2073,268104,Mountjoy A,268104003,A268104003,13539,4.43E-06,0.012122477,1
268058009,13540,4c07d11e-2d07-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2047,268058,Drumcondra South A,268058009,A268058009,13540,2.94E-06,0.007827161,7
268070001,13541,4c07d11e-2d13-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2058,268070,Grace Park,268070001,A268070001,13541,8.04E-06,0.015512472,4
268070018,13542,4c07d11e-2d14-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2058,268070,Grace Park,268070018,A268070018,13542,5.91E-06,0.012064407,7
268160005,13543,4c07d11e-2d15-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2093,268160,Whitehall D,268160005,A268160005,13543,8.38E-06,0.02116847,4
267158022,13544,4c07d11e-2d3e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158022,A267158022,13544,2.70E-05,0.02324326,5
267158024,13545,4c07d11e-2d3f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158024,A267158024,13545,9.57E-06,0.017107641,5
267158025,13546,4c07d11e-2d40-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158025,A267158025,13546,1.31E-05,0.017774586,2
268058001,13547,4c07d11e-2cf0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2047,268058,Drumcondra South A,268058001,A268058001,13547,5.38E-06,0.016813056,4
