SMALL_AREA,OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID,ESRI_OID,Shape__Are,Shape__Len,Cluster
267006001,1441,4c07d11d-fcf7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3001,267006,Ballinascorney,267006001,A267006001,1441,0.002973691,0.318605627,5
267035001,1442,4c07d11d-fcf8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3003,267035,Bohernabreena,267035001,A267035001,1442,0.003732405,0.281264991,5
267107002,1443,4c07d11d-fcf9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3018,267107,Newcastle,267107002,A267107002,1443,0.001782382,0.28658678,5
267092001,1445,4c07d11d-fcfb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092001,A267092001,1445,0.001510271,0.190411421,5
267158009/02,1450,4c07d11d-fd00-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158009,A267158009,1450,0.001601032,0.274844928,5
267066001,1451,4c07d11d-fd01-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4020,267066,Dubber,267066001,A267066001,1451,0.001529531,0.260984317,4
267002034,3390,4c07d11e-0695-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002034,A267002034,3390,0.000604844,0.134671083,4
267091003,3583,4c07d11e-063c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4021,267091,Garristown,267091003,A267091003,3583,0.001630666,0.280917868,5
267091002,3650,4c07d11e-063d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4021,267091,Garristown,267091002,A267091002,3650,0.000240783,0.099172336,5
267091004,3651,4c07d11e-063e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4021,267091,Garristown,267091004,A267091004,3651,0.000936667,0.182876211,5
267093002,3653,4c07d11e-0640-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4022,267093,Hollywood,267093002,A267093002,3653,0.000765995,0.174347882,5
267133001,3654,4c07d11e-0641-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133001,A267133001,3654,0.00096112,0.197964699,5
267065001,3655,4c07d11e-0642-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065001,A267065001,3655,0.001169548,0.202054237,5
267133031,3656,4c07d11e-0643-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133031,A267133031,3656,0.0013208,0.224428032,4
267014003,3657,4c07d11e-0644-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4006,267014,Ballyboghil,267014003,A267014003,3657,0.00053381,0.122916817,5
267014001,3658,4c07d11e-0645-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4006,267014,Ballyboghil,267014001,A267014001,3658,0.00066936,0.186794328,5
267104001,3659,4c07d11e-0646-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104001,A267104001,3659,0.001065618,0.244696832,5
267104002,3660,4c07d11e-0647-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104002,A267104002,3660,0.001136569,0.271547015,5
267102001,3802,4c07d11e-0da3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4027,267102,Lucan North,267102001,A267102001,3802,0.001240184,0.226878611,4
267101018,3803,4c07d11e-0da4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3016,267101,Lucan Heights,267101018,A267101018,3803,0.000272163,0.100239372,7
267098002,3835,4c07d11e-0609-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098002,A267098002,3835,0.001098254,0.240369037,5
267054002,3836,4c07d11e-060a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4018,267054,Clonmethan,267054002,A267054002,3836,0.000436672,0.117567149,3
267054001,3837,4c07d11e-0633-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4018,267054,Clonmethan,267054001,A267054001,3837,0.001746728,0.267216342,5
267014002,3838,4c07d11e-0634-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4006,267014,Ballyboghil,267014002,A267014002,3838,0.001449245,0.264307807,4
267034001/01,3881,4c07d11e-0da5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4015,267034,Blanchardstown-Tyrrelstown,267034001,A267034001,3881,0.000239168,0.100386856,2
268118001,3882,4c07d11e-0da7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2079,268118,Phoenix Park,268118001,A268118001,3882,0.0009378,0.148279279,3
267091001,2261,4c07d11d-fffc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4021,267091,Garristown,267091001,A267091001,2261,0.002019815,0.365691341,5
267093001,2263,4c07d11e-005c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4022,267093,Hollywood,267093001,A267093001,2263,0.002366574,0.377407992,5
267094001/267094002/267094005,2264,4c07d11e-005d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094001/267094002/267094005,A267094001/267094002/267094005,2264,0.001367204,0.281407097,5
267016001,2275,4c07d11e-0068-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4007,267016,Balscadden,267016001,A267016001,2275,0.001637232,0.24495802,5
267016002,2276,4c07d11e-0069-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4007,267016,Balscadden,267016002,A267016002,2276,0.000530352,0.134376163,5
267065027/267065031,2277,4c07d11e-006a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065027/267065031,A267065027/267065031,2277,0.00039858,0.170661944,3
267027016/02,4145,4c07d11e-0da8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4008,267027,Blanchardstown-Abbotstown,267027016,A267027016,4145,0.000388616,0.127216765,2
267027002,4146,4c07d11e-0da9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Fingal,4008,267027,Blanchardstown-Abbotstown,267027002,A267027002,4146,0.000469879,0.114212394,3
267158012,4148,4c07d11e-0dab-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158012,A267158012,4148,0.000880765,0.194957327,2
267158001,4149,4c07d11e-0dac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158001,A267158001,4149,0.000677677,0.193784975,5
267066016,4150,4c07d11e-0dad-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4020,267066,Dubber,267066016,A267066016,4150,0.000687911,0.16309815,3
267098001,4151,4c07d11e-0dae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098001,A267098001,4151,0.001025622,0.20196618,5
267098005,4152,4c07d11e-0daf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098005,A267098005,4152,0.000536411,0.145153262,4
268108026/268108027,4153,4c07d11e-0db0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2077,268108,North Dock B,268108026,A268108026,4153,0.000371846,0.183361287,7
268126006,4154,4c07d11e-0db1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2087,268126,Raheny-St. Assam,268126006,A268126006,4154,0.000220303,0.125017269,3
267001009/02,4155,4c07d11e-0db2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4001,267001,Airport,267001009,A267001009,4155,0.001012558,0.14912003,3
267005001,4156,4c07d11e-0db3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4005,267005,Balgriffin,267005001,A267005001,4156,0.00114952,0.19706743,4
267159001,4343,4c07d11e-0d5a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5069,267159,Tibradden,267159001,A267159001,4343,0.001784749,0.218345945,4
267092003,4344,4c07d11e-0d5b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092003,A267092003,4344,0.000379036,0.098917081,5
267092002,4345,4c07d11e-0d9b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092002,A267092002,4345,0.000614767,0.120826908,4
267092022,4346,4c07d11e-0d9c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092022,A267092022,4346,0.000269095,0.106727089,5
267120001,4347,4c07d11e-0d9d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5060,267120,Shankill-Rathmichael,267120001,A267120001,4347,0.000744518,0.17823564,4
267038003,4348,4c07d11e-0d9e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5020,267038,Cabinteely-Loughlinstown,267038003,A267038003,4348,0.000309252,0.09378784,5
268110015,4349,4c07d11e-0d9f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2125,268110,Pembroke East A,268110015,A268110015,4349,0.000212505,0.190605218,5
267103001/01,4350,4c07d11e-0da0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3017,267103,Lucan-St. Helen's,267103001,A267103001,4350,0.00054533,0.139497477,2
268118002,7026,4c07d11e-0b35-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2079,268118,Phoenix Park,268118002,A268118002,7026,4.35E-05,0.059476661,3
267092055/01,7040,4c07d11e-0aed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092055/01,A267092055/01,7040,0.000221565,0.083860524,4
267120004,7041,4c07d11e-0aee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5060,267120,Shankill-Rathmichael,267120004,A267120004,7041,0.000583444,0.158974063,5
267120002,7042,4c07d11e-0aef-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5060,267120,Shankill-Rathmichael,267120002,A267120002,7042,0.000179082,0.0712934,4
267120008,7043,4c07d11e-0af0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5060,267120,Shankill-Rathmichael,267120008,A267120008,7043,8.49E-05,0.042973004,5
267122003,7044,4c07d11e-0af1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5062,267122,Shankill-Shanganagh,267122003,A267122003,7044,0.000150913,0.065765064,5
268148004/01,7046,4c07d11e-0b36-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2152,268148,Ushers A,268148004,A268148004,7046,5.75E-05,0.046820386,1
267041015,7126,4c07d11e-0b49-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Fingal,4017,267041,Castleknock-Park,267041015,A267041015,7126,0.000116419,0.088617277,4
267032011,7127,4c07d11e-0b4a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4013,267032,Blanchardstown-Mulhuddart,267032011,A267032011,7127,0.000173801,0.065038656,6
267034001/04,7132,4c07d11e-0b4f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4015,267034,Blanchardstown-Tyrrelstown,267034001,A267034001,7132,0.000246072,0.09223251,6
267098003,7133,4c07d11e-0b51-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098003,A267098003,7133,0.000344523,0.116668766,3
267098004,7134,4c07d11e-0b52-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098004,A267098004,7134,0.00020046,0.074929877,3
268049004,7135,4c07d11e-0b53-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2045,268049,Clontarf West D,268049004,A268049004,7135,7.23E-05,0.055295444,1
268042017,7136,4c07d11e-0b54-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2038,268042,Clontarf East B,268042017,A268042017,7136,0.000303234,0.191044062,4
268041007,7137,4c07d11e-0b55-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2037,268041,Clontarf East A,268041007,A268041007,7137,0.000192908,0.081404485,4
267001010/02,7138,4c07d11e-0b56-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4001,267001,Airport,267001010/02,A267001010/02,7138,0.000139709,0.0735544,2
268121002,7139,4c07d11e-0b57-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2080,268121,Priorswood A,268121002,A268121002,7139,0.000203496,0.080085117,2
267005005,7140,4c07d11e-0b58-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4005,267005,Balgriffin,267005005,A267005005,7140,0.000109183,0.07826294,2
267006002,7399,4c07d11e-0aaa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3001,267006,Ballinascorney,267006002,A267006002,7399,0.000262663,0.088854141,5
267085011,7400,4c07d11e-0aab-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3012,267085,Firhouse-Ballycullen,267085011,A267085011,7400,0.000129621,0.067171748,2
267083001,7401,4c07d11e-0aac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3011,267083,Edmondstown,267083001,A267083001,7401,0.000211969,0.074592281,4
267112008/02,7453,4c07d11e-0aae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3021,267112,Rathcoole,267112008,A267112008,7453,8.97E-05,0.055959345,4
267107003,7454,4c07d11e-0aaf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3018,267107,Newcastle,267107003,A267107003,7454,9.93E-05,0.044736286,5
267111005,7834,4c07d11e-0bbc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4032,267111,Portmarnock South,267111005,A267111005,7834,0.000223838,0.064280064,4
267098006,6361,4c07d11e-037b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4025,267098,Kilsallaghan,267098006,A267098006,6361,0.000555286,0.123576619,5
267054003,6362,4c07d11e-037c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4018,267054,Clonmethan,267054003,A267054003,6362,0.000101762,0.082998013,5
267093004,6364,4c07d11e-037e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4022,267093,Hollywood,267093004,A267093004,6364,0.000161878,0.064445594,5
267104019,6365,4c07d11e-037f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104019,A267104019,6365,0.000179199,0.091328805,4
267065029,6366,4c07d11e-0380-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065029,A267065029,6366,5.14E-05,0.039849729,3
267118005,6367,4c07d11e-0381-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4033,267118,Rush,267118005,A267118005,6367,6.27E-05,0.050371659,5
267094008,6368,4c07d11e-0382-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094008,A267094008,6368,0.000107596,0.050597871,4
267094003,6369,4c07d11e-0383-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094003,A267094003,6369,0.000500223,0.141766963,5
267065008,6439,4c07d11e-0648-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065008,A267065008,6439,0.000611356,0.193511275,5
267065010,6440,4c07d11e-0649-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4019,267065,Donabate,267065010,A267065010,6440,0.000394789,0.130690335,3
267104015,6441,4c07d11e-064a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104015,A267104015,6441,0.000724833,0.176569671,4
267104017,6442,4c07d11e-064b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104017,A267104017,6442,0.000977185,0.179270585,4
267104003,6443,4c07d11e-064c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104003,A267104003,6443,0.001472244,0.23101369,5
267002001,6444,4c07d11e-064d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002001,A267002001,6444,0.00120834,0.213656033,4
267093003,6445,4c07d11e-064e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4022,267093,Hollywood,267093003,A267093003,6445,0.000779931,0.199709279,5
267002041,6446,4c07d11e-064f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002041,A267002041,6446,0.000604909,0.185558007,5
267002002,6447,4c07d11e-0650-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002002,A267002002,6447,0.000670343,0.146392394,5
267094004,6448,4c07d11e-0651-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094004,A267094004,6448,0.000804439,0.168638744,5
267094006/01,6449,4c07d11e-0652-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094006,A267094006,6449,0.000263095,0.09543954,4
267094006/02,6557,4c07d11e-0390-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094006,A267094006,6557,5.49E-05,0.044537928,2
267094007,6558,4c07d11e-0391-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094007,A267094007,6558,0.000152823,0.070722036,4
267094009,6559,4c07d11e-0392-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4023,267094,Holmpatrick,267094009,A267094009,6559,0.000317532,0.147230067,4
267107008,6739,4c07d11e-0abc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3018,267107,Newcastle,267107008,A267107008,6739,8.82E-05,0.051331828,4
267138002,6740,4c07d11e-0abd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3030,267138,Tallaght-Fettercairn,267138002,A267138002,6740,0.000197869,0.088383669,2
267138018,6741,4c07d11e-0abe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3030,267138,Tallaght-Fettercairn,267138018,A267138018,6741,0.000163957,0.080027038,6
267120014,6743,4c07d11e-0b00-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5060,267120,Shankill-Rathmichael,267120014,A267120014,6743,9.86E-05,0.039405427,4
267038007,6744,4c07d11e-0b01-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5020,267038,Cabinteely-Loughlinstown,267038007,A267038007,6744,6.20E-05,0.055543065,5
267038004,6745,4c07d11e-0b02-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5020,267038,Cabinteely-Loughlinstown,267038004,A267038004,6745,0.000209487,0.091315396,4
267097001,6746,4c07d11e-0b03-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5059,267097,Killiney South,267097001,A267097001,6746,2.50E-05,0.046622231,4
267010001,6747,4c07d11e-0b04-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5003,267010,Ballinteer-Marley,267010001,A267010001,6747,0.000128732,0.058896394,4
267087003,6810,4c07d11e-0b15-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5053,267087,Foxrock-Beechpark,267087003,A267087003,6810,1.30E-05,0.030878971,4
267095004,6816,4c07d11e-0b59-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4024,267095,Howth,267095004,A267095004,6816,0.000130807,0.093410194,4
267004010,6817,4c07d11e-0b5a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4004,267004,Baldoyle,267004010,A267004010,6817,2.82E-05,0.043488476,2
267004011,6818,4c07d11e-0b5b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4004,267004,Baldoyle,267004011,A267004011,6818,0.000111609,0.057330964,2
267095005,6819,4c07d11e-0b77-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4024,267095,Howth,267095005,A267095005,6819,0.000506555,0.125234506,4
267095027,6820,4c07d11e-0b78-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4024,267095,Howth,267095027,A267095027,6820,9.13E-05,0.049860804,4
267095019/267095021,6821,4c07d11e-0b79-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4024,267095,Howth,267095019/267095021,A267095019/267095021,6821,8.90E-05,0.082997188,4
267132011,6822,4c07d11e-0b7a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132011,A267132011,6822,0.000156653,0.061721406,2
267099015,6823,4c07d11e-0b7b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099015,A267099015,6823,0.000300232,0.088010926,7
267099021,6824,4c07d11e-0b7c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099021,A267099021,6824,8.68E-05,0.077543571,5
267103001/02,6829,4c07d11e-0ace-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3017,267103,Lucan-St. Helen's,267103001,A267103001,6829,0.000303943,0.104988751,2
267049001,6830,4c07d11e-0acf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3006,267049,Clondalkin-Dunawley,267049001,A267049001,6830,0.000338593,0.095488617,2
