SMALL_AREA,Cluster
267004006,5
267004025,3
267132012,2
267004023,5
267004024,4
267004022,3
267095032,4
267095028,3
267095025,4
267105005,4
267132023,5
267132045,4
267132039,4
267131022,5
267131025,5
267131024,5
267131013,6
267131008,3
267132027,3
267132033,4
267131014,3
267131009,6
268119011,3
268071011,4
268071008,4
268071020,5
268071019,5
268071022,2
268071021,5
268071014,5
268071025,5
268072001,4
267133006,5
267130015,4
267130002,4
267105004,4
267095010,4
267095008,4
267134026,5
267105018,5
267106013,4
267105001,4
267131005,4
267132021,5
267135008,4
267131007,3
267133027,4
267131002,4
267131003,4
268074004,4
267135011,1
267133009,5
267133029,4
268125003,4
268075004,4
268075005,4
268074012,6
267004005,3
268074011,6
268075006,3
268075009,4
267132004,4
267004002,4
267135006,1
267135010,1
267095009,4
267095017,4
267135003,3
267132042,4
267132005,4
267133007,5
267106022,4
267134003,5
267106007,4
267133021,2
267133019,2
267106006,3
267130003,4
267134024,4
267106018,5
267106019,4
267106014,4
268125005,3
268125004,3
268073004,3
267004004,3
267130018,4
267004017,3
267106004,4
267106002,4
267004018,3
267133026/01,2
267135004,3
267133026/02,5
267132032,5
267099018,2
267099011,2
267105025,1
267105027/267105028,7
267111007,3
267111003,4
267095015,4
267099009,5
267106010,4
267106021,5
267095026,4
267099033,5
268071007,4
268073002,3
268073008,4
267099014,2
267099001,5
267111010,2
267111006,2
267099024,2
267099017,5
268120005,6
267134013,5
267134015,5
268120004,3
268120002,6
268120007,3
268122004,6
268122002,6
268119009,6
267130020,4
267004015,4
267133032,6
267135005,3
267065024,5
267104011,5
267104022,3
267104010/02,2
267003023,3
267104018,4
267104016,2
267104026,2
267118025,2
268124003,4
268125002,4
268073003,3
267134014,5
267106012,4
267065005,3
267118020,3
267002022,2
267065004,5
267065016,5
267132028,5
267135009,4
267002021,2
267118014,5
267002045,6
267003014,4
267118026,6
267118011,5
267133030,2
267106003,5
267134019,3
267118008,5
267144012,4
267142006,4
267047004,5
267116007,3
267049011,4
267050005,2
267050004,3
267050003,2
267100029,5
267140024,2
267140007,2
267140016,2
267140010,5
267136006,3
267136007,3
267084030,4
267084031,4
267013004,4
267013015,4
268056008,3
268056002,3
268056009,3
268040004,2
267137005,5
267100046,5
267100048,5
267013007,7
267013008,5
267086002,4
267086003,4
267156010,4
267144005,4
267144014,4
267100079,5
267048008,6
267051017,6
268116001,7
268117013,7
268113002,7
268113005,6
268129024,7
268143011,1
267051013,5
267051015,5
267051014/02,2
267079004,1
267053013,5
267144001,1
267145002,4
267145012,3
267079003,1
267079010,5
267046005,4
267059004,7
267073003,3
267084029,5
267084023,4
267145004,4
267061002,4
268078006,2
268078011,7
267051012,5
267048007,6
267146003,4
267147012,3
267018004,4
267018006,5
268127017,7
268135001,7
268128024,7
267053004,5
267053030,5
267053029,3
267050018,4
267052006,6
267147013,3
267147029,2
267146014,2
267146007,4
268129016,7
268129001,7
268129002,7
268134011,7
267050012,4
267152006,4
267149009,7
267149008,4
268137003,7
268132024,1
268137011,7
268137015,7
268137012,7
268137013,1
268040012,6
268130013,4
268130012,7
267055005,4
267052008,6
267146009,4
268128006,7
268131001,4
268129015,7
268142007,1
267100016,5
267100030,5
267100045,5
267052010,6
267052011,5
267146011,4
267146010,4
267145009,3
267144004,3
267157007,3
267157005,4
268040008,6
268040010,6
268040009,6
268039004,3
267051018,6
267048002,6
267048006,6
267100067,5
267051008,3
267051010,5
267145010,3
267146008,4
267085022,4
267085019,4
267085018,4
267153008,4
267152005,4
267145003,3
267147019,3
267147008/01,3
267147009,3
268147003,4
268145008,7
268145009,4
268078007,3
268079005,3
267050026,5
268038004,2
268038005,2
268040002,6
267050033,3
267155009,4
267100021,5
267100020,5
267100049,5
267100041,5
267100044,5
268040011,6
267140022,5
267140021,5
267140015,2
267147023,2
267147025/01,2
267147024,3
267100028,5
267084033,4
267084034,4
267086006,4
267086013,4
267084037,4
267084035,4
267136001,3
267139004,3
267139005,4
267140006,2
267083014,5
268078012,3
268057003,3
268057002,6
268057008,3
268051002,3
268079004,6
268051005,3
267153007,4
267153005,4
267153006,4
267148007,3
267148015,3
267148009,5
267148014,3
267148010,4
268057006,3
267137003,4
267151004,4
267151010,4
267157002,4
267157008,3
268154001,3
267100042,2
267100043,5
267085002,5
267085001,5
267085006,2
267085004,5
267085003,5
267083003,5
268154002,3
268154005,3
267147018,3
267147025/03,1
267100035,5
267100080,5
267083015,6
267083013,6
267083009,6
267116003,4
267083007,5
267013002,4
267083006,7
267047005,4
267142011,4
267047002,5
267148016,6
267148018,3
267115001,5
267010005,4
267151003,4
267151012,4
267010007,4
267116014,4
267116001,4
267114005,4
267044003,3
267044001,3
267138012,6
267149002,4
267149001,4
267149004,4
267149007,4
267100077,5
267053019,3
267138011,6
267147015,3
267147017,3
267103014,2
267100001,2
267100002,2
267103019,2
267100053,2
267100076,5
267100082,2
267100039,5
267100037,5
267049020,6
267150009,4
268146002,4
267114013,5
267114007,4
267152008,4
267153002,4
267151001,4
267150002,3
268057005,3
267156002,4
267150008,4
267150004,7
268154004,3
268155005,3
267115010,4
267115003,4
267115004,7
267115014,7
268127007,4
267116013,4
267116015,7
267154007,7
268039008,3
268061003,3
267149003,4
267117001,7
267117003,7
267117008,4
267116009,3
267115002,4
267115012,4
267117004,7
267053008,5
267050013,2
267050022,5
267050020,5
267050031,5
267050028,5
267049025,6
267049032,6
267049033,6
267049034,6
267053011,5
267053026,4
267100019,5
267049015,2
267053018,5
267100022,5
268056007,3
268078010,3
268078005,7
268078003,3
268061013,3
268061002,3
268037006,7
268083005,6
268155007,3
268056006,3
267085015,4
267085021,4
267117009,4
268127008,7
267050023,5
267050010,1
268079006,6
268061008,6
268061001,3
268079003,3
268083009,6
267145008,4
267083005,5
267083018,6
267112007,3
267112012,2
267119008,2
267119009,2
267107011,2
267107006/267107007,5
267119012,2
267140003,5
267140020,5
267140004,5
267140053,2
267140055/02,2
267140044,6
267119010,2
267138014,2
267140033,5
267053009,5
267053010,5
267140034,2
267140051,6
267140029,6
267140050,6
267140042,2
267140030,6
267140031,6
267049003,6
267049005,6
268005010,7
267066015,2
267066021,2
267066002,5
267103017,2
267103012/02,2
267103018,2
267056007/02,NA
267071002,3
267019009,5
267049023,2
267053006,5
267053005,5
267053016,5
267053007,5
267127009,5
267127003/02,1
267126010,1
267020016/02,1
267126011,7
267025006,4
267070006,3
267070008,7
267071003,3
267049018,5
267019006,7
267026006,7
267019003,7
267147022,3
267138021,6
267018001,5
267018003,7
267017009,7
268131002,7
267049017,5
267049030,6
267049035,6
267147021,3
267138023,5
267138022,6
267049024,6
267049006,3
268002004,1
268005017,6
268031013,3
267100008,5
267103016/01,2
267100004,5
267100024,5
267147026,5
267053022,2
267028014,5
267029001,2
267029015,5
267024004,7
267024003,4
268111004,7
267028049,5
268066008,6
268066006,3
268066004,6
268066003,3
268018001,6
267020016/01,7
267020013,7
267129003,3
267020009,7
267017007,4
268112017,4
268111014,5
268111013,7
267066014,2
268029008,7
268029007,1
268028009,4
268133018,7
268133010,1
268142002,3
268142020,7
268128020,7
267035013,5
267035008,3
268028005,4
267031002,4
267028004/03,2
267028114,2
267084003,6
267084026,2
267084005,5
267084006,6
267028113,2
267028103,2
268032012,1
268005011,7
268005012,1
267017006,4
267019002,4
267026009,7
267017004,4
267143019,6
267020010,5
267089007,4
267039009,4
267020006,4
267026001,7
267026003,7
267140017,6
267025001,4
267017001,4
267143001/02,2
267143007,2
267143024,2
267143005,6
267138006,6
267075004,4
267077005,4
267077003,6
267067008,7
267069006,4
267006003,2
267141005,6
267141006,6
267119006/01,2
267084022,2
267143018,2
267143009,6
267119011,2
267147028,5
267147002,3
267138016,6
267138008,6
267053020,5
267053025,5
267143002,6
267143004,6
267143026,2
267143012,2
267143011,4
267143022,4
267143023,4
267035010,6
267084009,5
267140040,2
267140043,6
267140037,6
267147027,5
267147014,3
267138004,6
267053015,5
267059001,4
267059008,7
267055001,7
267057006,3
267059010,7
268133016,7
268133012,1
268133005,7
268133015,7
267140035,2
267020002,7
267020001,4
267070002,7
267070005,4
267019008,7
267021012,1
267021003,5
267021009,7
267021008,4
268131009,7
268133008,7
268133006,7
268133013,1
268133011,1
267019001,4
267073002,3
267072003,3
267074003,3
267074002/01,2
268130009,4
268115007,4
268115006,7
268115008,1
268115002,7
268115015,7
268115021,4
268129004,7
268129010,7
268129005,7
268129018,7
268112005,7
268112006,7
268112007,7
268128019,1
268133004,1
268055007,3
268055006,6
268051008,3
268085002,1
268085012,1
268111003,7
268085007,3
268152001,1
267078011/03,1
267078011/02,1
267078013/02,1
267043002,4
267045005,4
267081002,7
267043001,4
267043006,4
267017002,7
267079013,4
267125002,4
267125006,4
267057005,3
268153010,7
268145006,4
268093009,3
268093008,7
268136016,7
267097008,6
268152004,3
268151001,3
268151007,7
268151006,3
268152009,7
267049027,6
267049002,2
267049004,2
268134010,4
268129007,7
268134002,7
268131010,7
268135009,7
268130004,7
267055006,7
268129020,5
268129027,7
268092011,7
268132007,7
268132009,1
268132006,7
268132001,1
268135016,7
267078014,7
267078005,3
268134001,1
268130008,7
268134013,7
268133014,7
268130007,7
268130003,7
268128007,7
268131008,7
268131004,7
268131003,7
268131006,7
268128016,7
268128009,7
268128012/02,7
268116002,7
267080028,4
267078015,4
267078020,4
268110003,7
268110019,7
268085001/03,1
268085011,6
268051010,3
267057004,6
268131007,7
268152010,3
268152005,6
268152003,3
268142010,7
267082010,3
267059006,3
267082003,7
268129011,7
268110001,3
268110018,7
268143028,7
268110009,6
268110012,7
267057003,4
267059007,3
268094005,3
268094008,6
268128013,7
268101004,7
268162001,7
268135010,3
268135008,5
268135003,7
268151002,7
268101009,3
268101007,7
268100016,1
267084007,5
268129022,7
268128014,3
268117021,1
268117017,7
268116010,1
268117010,7
268137004,1
268137007,7
268128002,7
268117004,7
268117001,7
268128015,1
268128023,7
268131005,7
268128003,7
268128017,7
268128018,7
267084010,5
267138005,6
267042005,4
267042006,3
267022003,7
268114007,7
268113015,7
268113012,4
268113013,7
268141005,1
268141004,6
268096006,7
268112001,7
268114016,7
268115017,7
268115016,7
268143015,7
268143013,1
268143007,6
268096014,6
268096009,1
268132022,7
268132023,7
268132021,1
268132025,7
268132026,1
268051011,3
268051009,6
268085008/02,6
268085018,3
268114017,7
267009003,4
268100015,1
267007015,5
267055004,7
267055007,7
267009001,3
267080009,1
267009007,4
267082009,7
267058009/01,7
267058008,1
267044005,4
267044008,4
268141001,1
268094009,3
268091007,3
268093007,3
268155006,3
268091003,3
268091006,3
267007021,4
267080006,5
267080004,2
268135004,7
268135013,7
268162005,7
268142004,7
267007019,4
267007002,4
268128021,7
268117020,1
268128001,7
268117015,7
268117019,7
267074005,3
268143008,6
268117023,7
268117008,1
268143002,1
268110004,4
268110014,7
268110013,7
268135011,7
268092004,7
268144011,7
268143006,2
268142008,1
268112018,3
267071004,3
268143020,1
268143018/01,1
268114009,7
268114013,7
268110020,3
268051003,4
268110011,7
268116012,7
268115020,7
268115019,7
268115018,7
268112015,7
268111012,7
268111010,7
267008002,4
267071006,6
267069005,7
267069004,7
267080010,7
267080013,7
268051013,3
268051014,3
268051007,3
268115022,7
268053006,3
268052005,3
268052003,3
267010006,5
267012002,6
267007001,3
267078018,4
267078011/01,1
267007016,5
267125008,4
267125009,4
267044007,3
267080012,7
267080015,7
267079011,7
267079006,4
268091012,3
268093006,3
268091001,3
268091005,3
267121010,4
267038015,2
267038008,2
267097007,6
268144014,7
267080003,4
267036009,4
267073004,5
267074006/01,2
267074007,3
267070007,4
268134009,7
268134005,4
268145011,7
268111006,7
268110016,3
268134003,7
268135014,7
268092009,7
268092012,7
268137008,7
268137009,7
268111009,4
268112013,4
268112014,7
267075007,7
268056001,3
268056005,3
268055002,3
268055005,3
268054002,6
268054003,3
268055003,3
268055001,6
268054001,3
268091013,3
268091008,3
268091004,3
268005009,7
268056004,3
268054017,3
268052001,4
268031004,3
268081002,1
268030021,1
268001006,1
268080004,7
268007007,4
268007008,4
268006025,1
268071009,4
268071029,2
268072002,4
268072005,2
268072009,2
268072014,4
268031001,3
268001004,7
268066009,6
268013007,3
268162003,7
268162006,7
267007011,4
267092017,2
267092011,7
267092016/03,2
267092015/01,2
267092014,2
267092006,2
268005002,7
268002016,1
268021001,3
268013005,3
267038006,2
267092040/267092049,1
267122002,5
267092048,5
267092035,5
267039004,5
267121002,6
267092055/03,1
267088018,4
267039016,4
268022014,3
268021003,3
268042026,7
267122008,4
268054013,3
268054008,3
268054009,3
268091014,3
268054007,3
268054011,3
268054010,7
268136014,7
267097018,6
267037006,3
268145013,7
268145012,4
268145001,4
268145002,3
268042025,7
268045004,5
268059008,7
268008010,4
268092005,7
268002013,7
268001001,7
268001007,1
268001002,1
268030024/268030025,1
268030001,7
268030018,1
267092013,2
268145005,7
268145003,3
268069006,6
268069002,6
268008017/03,2
268008017/02,2
268071018,5
268001003,1
268006008,5
267092012,2
267120007,6
268014002,4
267097002,5
267097013,7
268071004,4
268071013,4
268067008,6
267122009,5
268103001,2
268150011,7
267015005,4
267039002,5
267036005,4
268101005,7
268132005,7
267097012,3
268053009,6
268053005,3
267015002,3
268049002,7
268108029/02,1
268108021/02,1
268108009,3
268108023,3
268150002,3
268101006,7
268144001,7
268144012,4
268136011,7
268136001,7
268136010,7
268136003,7
268136002,7
268127009,7
268127012,7
267037008,3
268162002,6
268162011,7
268102008,7
268135002,7
268023012,5
268046010,7
268022002,5
268136007,7
268081018,7
268081009,7
268030007,7
268030023,7
268030019,1
268030008,1
268080011,7
268135006,4
268136008,7
268136006,7
268136017,7
268137006,7
268027003,7
268027004,7
268119015/268119016,1
268119017,2
267130021,7
267130022,7
268081015,1
268067007,6
267030008,6
267122016,4
268085014,4
268153002,7
268085010/01,7
268153007,7
268153011,3
267027008,2
267027005,2
267027015,2
267027010,2
268065001,3
268065004,3
268152007/268152008,6
268149008,6
268100012,1
268099006,7
268099015,7
268078008,3
267158009/01,2
267030010,6
268069008,3
268101001,7
268103010,7
268100009,6
268148005,1
268132004,7
268092013,7
268102006,7
268102003,1
268099019,1
268053003,3
268053007,2
268100006,7
268132014,1
268162012,7
268083006,3
268156009,3
268155003,3
268155002,4
268090003,3
268140006,6
268140009,1
267155007,3
267155002,4
267155001,3
268098007,6
267156007,4
268156002,4
268156005,4
268156004,4
268132013,7
267092025,4
267007014,7
267007004,7
268156010,3
268031002,3
268031003,3
268015003,6
267156003,4
268138018,1
268081008,1
268081006,1
268065012,3
268067011,6
268012003,5
268012011,4
268156011,3
268094006,7
268094004,3
268094003,3
268015013,2
268015011,2
268006015,5
268006014,5
268006012,4
268099020,1
268099011,1
268081007,1
268084006,2
268085008/01,3
268085015,3
268142005,1
268162016,7
268162007,3
268148006,1
268142006,7
268140005,1
268150004,6
268150006,6
268150005,1
268150013,6
268020002,4
268065009,3
268006006,3
268150014,6
268099003,7
267092029,2
267092030,2
267092024,5
267038005,2
268090001,3
268056003,3
268161005,6
268140004,1
268140002,1
267092034,5
267092039,5
268098001,1
268098003,6
268098010,1
268098006,3
268140013,1
267092052,5
267092058,6
268148012,1
268150017,1
267092043,5
267080022,2
267007008,7
267007020,4
267080025,2
267080023,2
267078007,3
267078016,3
267038016,1
267038014,2
268031014,3
268034011,3
268006011,5
268031009,3
268006017,5
268006021,2
268032004,3
267028013,5
267097019,3
267120006,5
268006010,5
268006026,2
268028013,3
268067010,2
268012002,2
268027006,7
267028016,5
267028102,5
267028041,2
267040029,5
267040019,4
267030003,3
268015008,3
268151003,7
268152006,6
267028088,5
267028082,5
267028039,2
267028078,2
267040047,2
267040048,2
267031013,4
268064006,3
268063012,3
267122007,3
268032009,3
268032013,1
267103022,3
267103020,4
267103026,4
267040046,2
268067001,6
268067014,3
268064011,3
268064004,3
268031015,3
268004001,7
268032006,3
268068005,6
268068002,6
268067002,6
268067003,3
268064007,6
268064008,6
268068008,3
268068007,3
268063006,3
268014001,4
268004010,3
268003016,1
268005006,7
267028042,5
267028053,5
267027009,2
267027013,2
267097017,3
267097020,6
268028008,7
268030012,7
268064002,3
268003010,6
267028038,5
268006001,4
267028047,5
268013008,3
268006016,5
267066007,5
267066004,2
268092002,7
268102002,1
267122005,7
267122012,5
267122015,4
267028083,5
267028080,2
267028081,5
267040037,5
267040040,5
267104010/01,5
268045002,7
268153006,7
268153001,7
268153003,1
268046014,4
268041012,3
268105002,1
268105001,1
268105007,1
268010015,3
267123030,3
267131010,5
267110007,4
267133003,4
267105011,2
267105014/02,2
267105014/01,5
267133005,5
267133025,2
267133013,2
267127005,4
267106009,4
267106023,4
267105026,7
267111012,4
268143029,1
268143030,1
268143023,7
268114012,1
268115012,1
268115009,1
268115003,7
268115001,7
268081004,7
268080016,7
268030020,1
268030017,1
268030022,7
268080007,1
268080006,1
267131023,5
267131021,5
267131018,5
268110005,7
268110002,7
268143027,1
268110010,7
267067011,7
267077007,6
267068007,3
267068003,1
267056001,1
267026008,7
267064001,4
267082005,4
267124005,4
267104009,5
267133014,2
267133024,2
267133022,2
268096008,6
268096005,1
267100003,2
267134012,5
267010008,4
267109005,4
267040004,4
268143017,1
268115010,1
268115011,7
268096011,6
268096015,6
268096012,6
268143010,1
268096016,6
268096018,1
268143019,7
267064006,4
267147003,2
267147004,2
268153005,7
268142012,1
268161012,6
268149004,1
268099012,1
268140001,1
268161008,3
267092016/01,7
267104008,4
267104007,3
267002014,2
267003010,2
267002027,2
268138004,6
268138003,1
268072012,2
268072010,2
267007007,7
267080026,2
267092016/02,2
267092018,2
267092041,7
267110010,4
267110001,4
268004011,1
268004016/268004017,1
268032017,1
268105006,1
268010007,1
268080008,1
268080001,1
267002004,2
267132022,5
268134007,7
268129008,7
268129012,7
268072011,2
267095029,3
267132007,2
268036009,1
268036008,2
268003019,1
268003008,1
268003017,1
268126007,7
268157009/03,1
268157009/01,1
268023011,2
268009009,6
268009006,6
268108020,1
268108022,3
268108010,1
268108008/03,1
268028011,1
267099004,2
267099029,7
268138002/02,1
268138017,6
268129009,7
268133001,1
268133003,1
268133007,7
268128005,1
268022011,2
267001008,2
267001005,1
267001004,2
267001001,1
268108015/01,1
267131006,4
267133002,3
267131011,2
267132003,4
267131019,5
267135002,4
268128004,1
268128010,1
268142018,1
268101008,7
268138001,1
268106018,1
268104013,1
268109006,1
268109007,1
268109010,1
268108017/03,1
268108018/268108019,1
267131017,5
267131015,2
267131012,5
267065017,1
267065014,2
268128008,7
268116014,1
268112011,7
268142015,1
268133009,1
268133017,1
268030016,1
268030006,1
268108017/01,1
268109013,1
267099030,2
267075006,1
267075009,1
267077001/02,2
267077001/03,1
267077010,1
267131016,2
268005001,7
268003013,1
268002019,1
268004003,7
267002026,2
268001005,7
268081017,1
268081011,6
268139002,1
268081005,1
267100085,2
268058011/02,1
268048009,1
268048005,1
268047009,3
268042019,7
268005015,1
268008014,2
268119012,3
268119018,2
268071028,2
268071023/01,6
268071023/02,2
268071002/01,2
268072007,2
268015017,2
268042021,2
268046013,7
267078022,1
267066017,2
268150012,2
268153012,6
268100014,1
268100007,1
268099016,7
268150016,6
267134001,5
267135007,4
267133015,2
267134008,5
267131004,4
267133010,5
267133011,5
267134009,5
268100002,6
268099002,7
268002018,1
268002017,1
268002006,1
268082012,1
268139012,1
268081014,6
268032010,1
268142003,6
268142023,1
268142022,1
268117022,1
268117016,7
268117009,7
268117006,1
268140012,1
267133028,4
267031012,2
267028105,2
267029033,2
268037013,7
268005005,7
268082009,3
268003011,7
268003002,1
268002014,1
268002015,1
268108014,1
268032011,1
268002012,1
268102007,1
268162008,7
268162010,7
268162009,1
268162004,1
268132016,1
268162018,1
268149006,1
268149005,1
268098005,1
268037015,7
267040052,7
267041014/02,1
267125012,7
268096010,1
268143021,1
268143026,7
268143031,1
268118006,1
268003001,1
268003004,1
268082004,1
268105016/02,1
268105016/01,1
268105012,1
268010009,1
268108011,1
268108021/01,1
267001007,1
267027014,2
267065025,5
267065026,6
267065019,5
267065018,5
268149002,1
268098002,6
268098004,1
268100010,7
268100011,6
268099014,1
268003007,1
268081016,1
268016014,6
268106013,1
268108015/02,1
267065012,1
267065002,4
267065007,5
267104012,2
268099013,1
268099018,1
268161011,3
268141007,1
268141006,6
268161002,6
268098009,1
268003006,1
268140011,1
268161007,1
268140010,1
268140016,3
267070001,1
267133017,2
267133012,6
267106001,4
267134023,4
268161001,3
268080009,1
268080015,1
268059004,7
268009011,6
268108016,1
267129008,7
267019010,7
268134006,1
267133016,2
267134005,2
267134004,2
267134016,2
268006020,1
268006031,7
268006028,2
268006032,2
268082008,7
268106006,1
268139005,1
268106003,1
268139006,1
268106004,1
268106005,3
268002001,1
268107003,4
268134008,7
268132015,1
268142001,7
268142014,7
268162014,1
268162015,1
268162013,1
268162017,1
268142016,1
268142013,1
268006039,2
268006024,1
268118003,1
268004012,1
268032018,1
268080005,7
268033001,3
268104009,1
268012009,1
268012010,2
268157011,3
267066008,2
267066006,2
268015012,2
268015009,2
268119003,6
267118022,5
267002035,5
267104020,2
268142019,1
268099009,1
268100017,3
268100013,1
268099005,7
268099008,3
268099010,1
268006022,1
268006023,2
268067009,1
268067012,2
268027013,7
267003004,5
267002033,5
267002020,2
267002019,2
267002005,2
267104027,2
267132024,5
268140017,1
267092010,2
267007005,7
267007006,2
268015010,2
268016016/268016017,2
268106014,1
268106012,1
268096002,1
268105009,1
267002003,2
267002024,2
267110012,4
267105022,5
267110002,4
267110009,4
268105008,1
267120011,2
267097016,2
267036002,2
267080007,7
267078023/267078024/267078025,1
267002009,2
267002008,2
267040035,2
267040036,5
267066010,2
267066005,2
267066020,5
268005007,7
267122014,5
268083004,6
268083008,3
268032005,3
267100058,5
267100031,5
268011013,3
268011009,4
268011006,4
268002003,7
268035001,3
268004004,6
268032014,1
268032015,7
267027016/01,2
267027012,2
267027011,2
268020006,3
268020007,4
268020005,4
268065015,2
268003018,1
268002020,1
268003009,1
268005004,7
268005003,1
268004009,7
268035010,3
268035008,6
268063005,6
268063004,6
268158001,3
268065006,3
268011005,4
268011011,3
268006005,4
268006030,3
267040032,5
267040030,4
268035002,3
268034008,3
268005013,1
268037014,7
268037009,7
268037012,4
267040061,7
267028084,5
267040001,2
267040034,2
268035007,3
268034007,3
268005008,3
268002002,3
268003014,1
268082003,1
268002007,1
268106008,1
268106007,1
267100088,5
267100087,5
267109004,6
268033003,3
268033002,3
268034005,3
268002010,1
268002009,3
268139003,1
268003005,1
268081013,3
268032001,6
267028024,4
267028023,5
268035005,3
268034004,3
268034009,3
268035006,3
268065002,3
268065003,4
268081012,1
268082002,7
267028074,5
267028028,4
267028025,4
268018014/268018017,6
268015004,6
268018006,6
268006004,3
268006013,4
267028091,2
267028073,5
267028029,3
267028027,5
267040059,2
267040058,2
267040043,5
267031011,2
268031010,3
268069009,6
268066001,3
267028095,5
267028094,2
267028072,2
268082011,6
267028055,5
267028056,5
267028061,5
267109008,6
267031009,2
267040054,2
268031005,3
268030011,7
268030009,1
268082006,3
268082007,6
268082013,1
268139004,1
268139007/268139008,1
268005016,1
268032002,7
267109010,5
267100084,2
268031008,3
268027011,7
268081001,1
268082005,1
268002005,7
268006007,4
268006009,4
268068004,6
267028100,3
267028050,5
267028035,5
268036005,7
268036002,4
267032006,2
268006029,7
268006027,2
268118007,7
267041007,4
267040008,4
267100063,5
267100062,5
267034003,6
268036003,6
268007006,4
268032016,1
268007010,3
268036004,3
268032008,1
268036007/02,6
267100075,5
267100060,5
268088008,5
267100086,2
267101011,4
267076009,4
268076006,3
267100083,5
267109003,6
267100090,5
267100092/01,2
267100091,2
267041009,4
267041018,1
267041017,2
268007002,4
268123006,4
268123001,4
268008015,4
268076004,4
267132040,2
267132014,2
267095003,4
267130009,3
267132029,5
267099016,2
268022007,3
268023005,4
268088003,3
268075007,3
268122005,6
267040013,4
267040028,4
267040051,7
267028110,2
267028111,2
268036010,4
267028069,2
267028067,5
267133008,5
267133023,2
267106020,4
267040006,7
267028077/02,2
267067006,1
267068004,3
267076015,4
267060002,3
268035012,4
267028065,5
267028021,5
267028017,4
267028062,5
267002006,2
267064005,3
267076007,3
268123005,4
267076005,4
267075003,7
267075002,7
267075005,3
267077002,3
267077008,7
267103005,4
267099008,2
268135015,3
268135017,1
268132027,7
268137014,1
268132020,1
268154010,2
268123007,4
267004003,4
267132010,2
268077007,3
268077006,3
267028104,2
267099003,2
267099005,2
268062009,3
267108011,3
268078009,3
268037004,1
268083011,2
268083007,3
267104023,2
267132015,2
267132009,2
267028063,5
267028070,2
267029030,5
267029014,5
267028075,2
267029006,5
267031014,4
267029020,6
267029022,6
267101014,3
267028058,5
267028012,5
267028011,3
267029023,6
267029026,6
267030006,6
267134021,5
267110008,4
268132010,1
268132019,1
268123008,6
267100033,5
268075001,3
268159007,3
268021002,3
268120006,3
268119001,6
267028018,4
268120001,6
267132008,2
267132006,2
267132036,2
268062003,3
268074009,3
268073001,3
267029003,2
267029004,4
268062006,6
268073009,3
268073006,3
267029009,4
267032013,2
267032001,2
267100055,5
268075010,6
267028009,3
267028033,5
267028032,5
267028010,5
267028007,4
267028093,2
267032008,5
267109016,4
267101008,4
268088009,5
267034004,6
267101009,4
267034002,6
267158002,2
267158003,2
267109017,4
267108016,3
268037001,4
268088007,5
268119007,6
268122001,6
267100072,2
267100068,6
267100064,5
268121005,4
267100089,5
267100069,2
268022001,3
268022008,4
268022009,4
267130017,4
267032009,6
268121001,4
268076008,3
267028046,5
267028101,5
267130004,4
267005002,5
268122006,6
268119002,6
267130008,3
268089004,6
268089008,6
267130010,3
267132025,5
267132030,7
267132035,2
267132031,2
268026006,7
268026002,4
268026011,4
268024006,4
267130013,4
267132020,4
268004006,7
268004014/268004015,1
268042023,4
268042020,4
268042024,7
268138010,1
268157010,4
268158017,1
268158013,3
268158009,3
268028012,7
268017002/268017019,6
268017006,6
268017004,6
267001002,2
267001006,2
267001003,1
268076005,4
268120008,6
268105014,1
268105011,1
268104012,1
268104010,6
268074002,4
268119013/268119014,2
268010014,1
268009001,7
268009002,1
268009016,7
268107005,1
268059003,3
268009007,3
268107001,7
268058010,1
268009008,6
267028064,2
267028115,2
267068009,4
267076008,3
267067007,7
267067004,7
268071023/04,2
268071023/03,2
267005004/01,2
268071012,5
268071010,4
268071017,5
268071016,5
268071015,5
267068005,4
267067010,7
268087003,4
268089006,3
268089007,3
268087008,4
268071006,4
268071005,4
267004009,2
268022003,4
268022005,4
268023003,4
268022006,4
268024004,4
268024007,4
268017023,1
267132019,5
267132043,5
268044009,4
268029004,7
268029003,1
268028003,7
268028010,7
268028002,7
268028001,7
268060004/01,7
268058013,1
268060009,7
268060010,3
268060001,7
268058012,7
268087006,3
267028077/01,2
267028096,2
267029032,2
267029031,2
268080003,1
268029001,7
268010011,1
268108004,7
268107004,3
268107006,7
268119004,6
268119005,6
268008013,5
267004001,3
267029036,4
267103025,3
267004019,5
267004016,4
267004012,2
267095013,4
267095014,3
267095012,3
267106016,5
267095030,4
267132016,5
267103024,3
268017013,6
267001011,2
267001009/01,1
267001010/01,1
267001010/03,2
268072004,2
268072008,2
267004013,2
267004014,2
268072013/02,1
268021012,4
268021011,4
268022012,2
268089001,3
268088002,3
268108008/01,3
268108008/02,2
268108006,3
268108005,3
268060007,3
268060003,4
268060004/02,7
268070019,3
268060013,3
268060014,4
268157001,4
268160002/01,4
268160003,7
268058018,4
267158023,2
267158013,2
268106011,1
268096003,1
268106010,1
268010012,7
268010010,1
268010002,7
268010003,7
268107002,3
268108012,4
268009014/268009015,3
267004026,4
267099012,2
267099023,5
267004027,4
267099019,2
267099006,2
267099007,2
267132038/01,2
267132013,4
267132038/03,2
267132038/02,2
267132026,3
267106015,7
267105016,2
267105013,5
267005006,5
267099013,2
267099025,2
267132017,2
267132018,5
267132041,2
