datetime,value
2019-11-01 19:00,
2019-11-01 19:15,
2019-11-01 19:30,
2019-11-01 19:45,
2019-11-01 20:00,1.626
2019-11-01 20:15,1.627
2019-11-01 20:30,1.629
2019-11-01 20:45,1.632
2019-11-01 21:00,1.633
2019-11-01 21:15,1.636
2019-11-01 21:30,1.640
2019-11-01 21:45,1.642
2019-11-01 22:00,1.646
2019-11-01 22:15,1.648
2019-11-01 22:30,1.652
2019-11-01 22:45,1.655
2019-11-01 23:00,1.659
2019-11-01 23:15,1.662
2019-11-01 23:30,1.667
2019-11-01 23:45,1.670
2019-11-02 00:00,1.675
2019-11-02 00:15,1.678
2019-11-02 00:30,1.682
2019-11-02 00:45,1.685
2019-11-02 01:00,1.689
2019-11-02 01:15,1.709
2019-11-02 01:30,1.750
2019-11-02 01:45,1.796
2019-11-02 02:00,1.846
2019-11-02 02:15,1.891
2019-11-02 02:30,1.933
2019-11-02 02:45,1.971
2019-11-02 03:00,2.007
2019-11-02 03:15,2.038
2019-11-02 03:30,2.046
2019-11-02 03:45,2.009
2019-11-02 04:00,1.959
2019-11-02 04:15,1.906
2019-11-02 04:30,1.859
2019-11-02 04:45,1.821
2019-11-02 05:00,1.794
2019-11-02 05:15,1.775
2019-11-02 05:30,1.760
2019-11-02 05:45,1.750
2019-11-02 06:00,1.743
2019-11-02 06:15,1.737
2019-11-02 06:30,1.734
2019-11-02 06:45,1.732
2019-11-02 07:00,1.729
2019-11-02 07:15,1.727
2019-11-02 07:30,1.725
2019-11-02 07:45,1.724
2019-11-02 08:00,1.722
2019-11-02 08:15,1.722
2019-11-02 08:30,1.721
2019-11-02 08:45,1.721
2019-11-02 09:00,1.719
2019-11-02 09:15,1.718
2019-11-02 09:30,1.717
2019-11-02 09:45,1.716
2019-11-02 10:00,1.715
2019-11-02 10:15,1.715
2019-11-02 10:30,1.714
2019-11-02 10:45,1.713
2019-11-02 11:00,1.711
2019-11-02 11:15,1.711
2019-11-02 11:30,1.710
2019-11-02 11:45,1.709
2019-11-02 12:00,1.708
2019-11-02 12:15,1.708
2019-11-02 12:30,1.707
2019-11-02 12:45,1.704
2019-11-02 13:00,1.704
2019-11-02 13:15,1.702
2019-11-02 13:30,1.711
2019-11-02 13:45,1.742
2019-11-02 14:00,1.788
