datetime,value
2019-12-23 10:00,4.524
2019-12-23 10:05,4.460
2019-12-23 10:10,4.408
2019-12-23 10:15,4.356
2019-12-23 10:20,4.317
2019-12-23 10:25,4.267
2019-12-23 10:30,4.226
2019-12-23 10:35,4.193
2019-12-23 10:40,4.150
2019-12-23 10:45,4.112
2019-12-23 10:50,4.062
2019-12-23 10:55,3.999
2019-12-23 11:00,3.945
2019-12-23 11:05,3.870
2019-12-23 11:10,3.802
2019-12-23 11:15,3.727
2019-12-23 11:20,3.649
2019-12-23 11:25,3.566
2019-12-23 11:30,3.482
2019-12-23 11:35,3.387
2019-12-23 11:40,3.292
2019-12-23 11:45,3.196
2019-12-23 11:50,3.109
2019-12-23 11:55,3.019
2019-12-23 12:00,2.942
2019-12-23 12:05,2.863
2019-12-23 12:10,2.791
2019-12-23 12:15,2.723
2019-12-23 12:20,2.665
2019-12-23 12:25,2.587
2019-12-23 12:30,2.531
2019-12-23 12:35,2.461
2019-12-23 12:40,2.397
2019-12-23 12:45,2.344
2019-12-23 12:50,2.283
2019-12-23 12:55,2.277
2019-12-23 13:00,2.273
2019-12-23 13:05,2.275
2019-12-23 13:10,2.274
2019-12-23 13:15,2.272
2019-12-23 13:20,2.272
2019-12-23 13:25,2.264
2019-12-23 13:30,2.266
2019-12-23 13:35,2.267
2019-12-23 13:40,2.261
2019-12-23 13:45,2.264
2019-12-23 13:50,2.265
2019-12-23 13:55,2.263
2019-12-23 14:00,2.259
2019-12-23 14:05,2.262
2019-12-23 14:10,2.258
2019-12-23 14:15,2.262
2019-12-23 14:20,2.258
2019-12-23 14:25,2.262
2019-12-23 14:30,2.258
2019-12-23 14:35,2.258
2019-12-23 14:40,2.256
2019-12-23 14:45,2.254
2019-12-23 14:50,2.255
2019-12-23 14:55,2.254
2019-12-23 15:00,2.257
2019-12-23 15:05,2.252
2019-12-23 15:10,2.253
2019-12-23 15:15,2.253
2019-12-23 15:20,2.252
2019-12-23 15:25,2.254
2019-12-23 15:30,2.251
2019-12-23 15:35,2.251
2019-12-23 15:40,2.253
2019-12-23 15:45,2.248
2019-12-23 15:50,2.251
2019-12-23 15:55,2.251
2019-12-23 16:00,2.247
2019-12-23 16:05,2.253
2019-12-23 16:10,2.252
2019-12-23 16:15,2.251
2019-12-23 16:20,2.250
2019-12-23 16:25,2.250
2019-12-23 16:30,2.246
2019-12-23 16:35,2.246
2019-12-23 16:40,2.250
2019-12-23 16:45,2.246
2019-12-23 16:50,2.248
2019-12-23 16:55,2.250
2019-12-23 17:00,2.249
2019-12-23 17:05,2.249
2019-12-23 17:10,2.246
2019-12-23 17:15,2.248
2019-12-23 17:20,2.246
2019-12-23 17:25,2.248
2019-12-23 17:30,2.371
2019-12-23 17:35,2.441
2019-12-23 17:40,2.539
2019-12-23 17:45,2.619
2019-12-23 17:50,2.710
2019-12-23 17:55,2.783
2019-12-23 18:00,2.866
2019-12-23 18:05,2.951
2019-12-23 18:10,3.036
2019-12-23 18:15,3.119
2019-12-23 18:20,3.198
2019-12-23 18:25,3.270
2019-12-23 18:30,3.344
2019-12-23 18:35,3.403
2019-12-23 18:40,3.477
2019-12-23 18:45,3.524
2019-12-23 18:50,3.586
2019-12-23 18:55,3.641
2019-12-23 19:00,3.683
2019-12-23 19:05,3.731
2019-12-23 19:10,3.793
2019-12-23 19:15,3.851
2019-12-23 19:20,3.907
2019-12-23 19:25,3.979
2019-12-23 19:30,4.048
2019-12-23 19:35,4.117
2019-12-23 19:40,4.192
2019-12-23 19:45,4.262
2019-12-23 19:50,4.331
2019-12-23 19:55,4.395
2019-12-23 20:00,4.456
2019-12-23 20:05,4.520
2019-12-23 20:10,4.579
2019-12-23 20:15,4.634
2019-12-23 20:20,4.672
2019-12-23 20:25,4.701
2019-12-23 20:30,4.727
2019-12-23 20:35,4.756
2019-12-23 20:40,4.781
2019-12-23 20:45,4.790
2019-12-23 20:50,4.799
2019-12-23 20:55,4.803
2019-12-23 21:00,4.821
2019-12-23 21:05,4.844
2019-12-23 21:10,4.868
2019-12-23 21:15,4.897
2019-12-23 21:20,4.919
2019-12-23 21:25,4.938
2019-12-23 21:30,4.951
2019-12-23 21:35,4.963
2019-12-23 21:40,4.969
2019-12-23 21:45,4.968
2019-12-23 21:50,4.950
2019-12-23 21:55,4.915
2019-12-23 22:00,4.872
2019-12-23 22:05,4.825
2019-12-23 22:10,4.776
2019-12-23 22:15,4.734
2019-12-23 22:20,4.686
2019-12-23 22:25,4.632
2019-12-23 22:30,4.574
2019-12-23 22:35,4.517
2019-12-23 22:40,4.461
2019-12-23 22:45,4.405
2019-12-23 22:50,4.343
2019-12-23 22:55,4.273
2019-12-23 23:00,4.204
2019-12-23 23:05,4.133
2019-12-23 23:10,4.070
2019-12-23 23:15,3.998
2019-12-23 23:20,3.932
2019-12-23 23:25,3.870
2019-12-23 23:30,3.807
2019-12-23 23:35,3.752
2019-12-23 23:40,3.686
2019-12-23 23:45,3.626
2019-12-23 23:50,3.556
2019-12-23 23:55,3.475
2019-12-24 00:00,3.381
2019-12-24 00:05,3.289
2019-12-24 00:10,3.197
2019-12-24 00:15,3.089
2019-12-24 00:20,2.995
2019-12-24 00:25,2.903
2019-12-24 00:30,2.815
2019-12-24 00:35,2.741
2019-12-24 00:40,2.668
2019-12-24 00:45,2.599
2019-12-24 00:50,2.536
2019-12-24 00:55,2.475
2019-12-24 01:00,2.405
2019-12-24 01:05,2.337
2019-12-24 01:10,2.286
2019-12-24 01:15,2.281
2019-12-24 01:20,2.270
2019-12-24 01:25,2.275
2019-12-24 01:30,2.273
2019-12-24 01:35,2.274
2019-12-24 01:40,2.269
2019-12-24 01:45,2.271
2019-12-24 01:50,2.272
2019-12-24 01:55,2.264
2019-12-24 02:00,2.265
