datetime,value
2019-12-13 16:00,66.227
2019-12-13 16:15,66.226
2019-12-13 16:30,66.222
2019-12-13 16:45,66.221
2019-12-13 17:00,66.221
2019-12-13 17:15,66.219
2019-12-13 17:30,66.213
2019-12-13 17:45,66.216
2019-12-13 18:00,66.214
2019-12-13 18:15,66.215
2019-12-13 18:30,66.209
2019-12-13 18:45,66.212
2019-12-13 19:00,66.219
2019-12-13 19:15,66.211
2019-12-13 19:30,66.205
2019-12-13 19:45,66.204
2019-12-13 20:00,66.208
2019-12-13 20:15,66.201
2019-12-13 20:30,66.210
2019-12-13 20:45,66.206
2019-12-13 21:00,66.198
2019-12-13 21:15,66.196
2019-12-13 21:30,66.200
2019-12-13 21:45,66.194
2019-12-13 22:00,66.201
2019-12-13 22:15,66.196
2019-12-13 22:30,66.193
2019-12-13 22:45,66.193
2019-12-13 23:00,66.189
2019-12-13 23:15,66.190
2019-12-13 23:30,66.191
2019-12-13 23:45,66.192
2019-12-14 00:00,66.183
2019-12-14 00:15,66.189
2019-12-14 00:30,66.189
2019-12-14 00:45,66.185
2019-12-14 01:00,66.178
2019-12-14 01:15,66.180
2019-12-14 01:30,66.184
2019-12-14 01:45,66.179
2019-12-14 02:00,66.176
2019-12-14 02:15,66.173
2019-12-14 02:30,66.176
2019-12-14 02:45,66.178
2019-12-14 03:00,66.171
2019-12-14 03:15,66.173
2019-12-14 03:30,66.170
2019-12-14 03:45,66.172
2019-12-14 04:00,66.164
2019-12-14 04:15,66.167
2019-12-14 04:30,66.164
2019-12-14 04:45,66.164
2019-12-14 05:00,66.160
2019-12-14 05:15,66.160
2019-12-14 05:30,66.157
2019-12-14 05:45,66.158
2019-12-14 06:00,66.157
2019-12-14 06:15,66.152
2019-12-14 06:30,66.157
2019-12-14 06:45,66.157
2019-12-14 07:00,66.151
2019-12-14 07:15,66.152
2019-12-14 07:30,66.155
2019-12-14 07:45,66.152
2019-12-14 08:00,66.149
2019-12-14 08:15,66.154
2019-12-14 08:30,66.149
2019-12-14 08:45,66.145
2019-12-14 09:00,66.144
2019-12-14 09:15,66.146
2019-12-14 09:30,66.147
2019-12-14 09:45,66.145
2019-12-14 10:00,66.139
2019-12-14 10:15,66.141
2019-12-14 10:30,66.138
2019-12-14 10:45,66.142
2019-12-14 11:00,66.139
2019-12-14 11:15,66.143
2019-12-14 11:30,66.141
2019-12-14 11:45,66.140
2019-12-14 12:00,66.134
2019-12-14 12:15,66.135
2019-12-14 12:30,66.128
2019-12-14 12:45,66.129
2019-12-14 13:00,66.130
2019-12-14 13:15,66.134
2019-12-14 13:30,66.131
2019-12-14 13:45,66.121
2019-12-14 14:00,66.127
2019-12-14 14:15,66.134
2019-12-14 14:30,66.123
2019-12-14 14:45,66.125
2019-12-14 15:00,66.124
2019-12-14 15:15,66.121
2019-12-14 15:30,66.115
2019-12-14 15:45,66.119
2019-12-14 16:00,66.120
2019-12-14 16:15,66.117
2019-12-14 16:30,66.118
2019-12-14 16:45,66.118
2019-12-14 17:00,66.115
2019-12-14 17:15,66.115
2019-12-14 17:30,66.112
2019-12-14 17:45,66.116
2019-12-14 18:00,66.112
2019-12-14 18:15,66.111
2019-12-14 18:30,66.113
2019-12-14 18:45,66.109
2019-12-14 19:00,66.114
2019-12-14 19:15,66.110
2019-12-14 19:30,66.105
2019-12-14 19:45,66.108
2019-12-14 20:00,66.110
2019-12-14 20:15,66.109
2019-12-14 20:30,66.108
2019-12-14 20:45,66.109
2019-12-14 21:00,66.107
2019-12-14 21:15,66.103
2019-12-14 21:30,66.105
2019-12-14 21:45,66.106
2019-12-14 22:00,66.105
2019-12-14 22:15,66.105
2019-12-14 22:30,66.099
2019-12-14 22:45,66.108
2019-12-14 23:00,66.096
2019-12-14 23:15,66.098
2019-12-14 23:30,66.103
2019-12-14 23:45,66.099
2019-12-15 00:00,66.099
2019-12-15 00:15,66.097
2019-12-15 00:30,66.098
2019-12-15 00:45,66.095
2019-12-15 01:00,66.092
2019-12-15 01:15,66.092
2019-12-15 01:30,66.095
2019-12-15 01:45,66.091
2019-12-15 02:00,66.095
