datetime,value
2019-10-28 19:00,
2019-10-28 19:05,
2019-10-28 19:10,
2019-10-28 19:15,
2019-10-28 19:20,
2019-10-28 19:25,
2019-10-28 19:30,
2019-10-28 19:35,
2019-10-28 19:40,
2019-10-28 19:45,
2019-10-28 19:50,2.412
2019-10-28 19:55,2.525
2019-10-28 20:00,2.661
2019-10-28 20:05,2.750
2019-10-28 20:10,2.836
2019-10-28 20:15,2.913
2019-10-28 20:20,3.013
2019-10-28 20:25,3.135
2019-10-28 20:30,3.220
2019-10-28 20:35,3.303
2019-10-28 20:40,3.414
2019-10-28 20:45,3.495
2019-10-28 20:50,3.570
2019-10-28 20:55,3.648
2019-10-28 21:00,3.739
2019-10-28 21:05,3.784
2019-10-28 21:10,3.895
2019-10-28 21:15,3.975
2019-10-28 21:20,4.037
2019-10-28 21:25,4.124
2019-10-28 21:30,4.180
2019-10-28 21:35,4.270
2019-10-28 21:40,4.314
2019-10-28 21:45,4.379
2019-10-28 21:50,4.467
2019-10-28 21:55,4.515
2019-10-28 22:00,4.591
2019-10-28 22:05,4.650
2019-10-28 22:10,4.700
2019-10-28 22:15,4.766
2019-10-28 22:20,4.781
2019-10-28 22:25,4.825
2019-10-28 22:30,4.847
2019-10-28 22:35,4.863
2019-10-28 22:40,4.900
2019-10-28 22:45,4.921
2019-10-28 22:50,4.970
2019-10-28 22:55,4.948
2019-10-28 23:00,5.042
2019-10-28 23:05,5.011
2019-10-28 23:10,4.980
2019-10-28 23:15,5.012
2019-10-28 23:20,5.018
2019-10-28 23:25,5.010
2019-10-28 23:30,4.981
2019-10-28 23:35,5.001
2019-10-28 23:40,4.977
2019-10-28 23:45,4.955
2019-10-28 23:50,4.938
2019-10-28 23:55,4.913
2019-10-29 00:00,4.866
2019-10-29 00:05,4.806
2019-10-29 00:10,4.764
2019-10-29 00:15,4.731
2019-10-29 00:20,4.631
2019-10-29 00:25,4.612
2019-10-29 00:30,4.503
2019-10-29 00:35,4.495
2019-10-29 00:40,4.430
2019-10-29 00:45,4.337
2019-10-29 00:50,4.275
2019-10-29 00:55,4.187
