datetime,value
2019-09-26 11:00,
2019-09-26 11:15,
2019-09-26 11:30,
2019-09-26 11:45,
2019-09-26 12:00,64.377
2019-09-26 12:15,64.377
2019-09-26 12:30,64.373
2019-09-26 12:45,64.375
2019-09-26 13:00,64.374
2019-09-26 13:15,64.373
2019-09-26 13:30,64.373
2019-09-26 13:45,64.372
2019-09-26 14:00,64.372
2019-09-26 14:15,64.371
2019-09-26 14:30,64.369
2019-09-26 14:45,64.368
2019-09-26 15:00,64.369
2019-09-26 15:15,64.367
2019-09-26 15:30,64.369
2019-09-26 15:45,64.367
2019-09-26 16:00,64.366
2019-09-26 16:15,64.366
2019-09-26 16:30,64.365
2019-09-26 16:45,64.364
2019-09-26 17:00,64.363
2019-09-26 17:15,64.363
2019-09-26 17:30,64.364
2019-09-26 17:45,64.361
2019-09-26 18:00,64.363
2019-09-26 18:15,64.357
2019-09-26 18:30,64.360
2019-09-26 18:45,64.357
2019-09-26 19:00,64.356
2019-09-26 19:15,64.355
2019-09-26 19:30,64.355
2019-09-26 19:45,64.353
2019-09-26 20:00,64.353
2019-09-26 20:15,64.350
2019-09-26 20:30,64.353
2019-09-26 20:45,64.350
2019-09-26 21:00,64.347
2019-09-26 21:15,64.345
2019-09-26 21:30,64.347
2019-09-26 21:45,64.345
2019-09-26 22:00,64.348
2019-09-26 22:15,64.345
2019-09-26 22:30,64.345
2019-09-26 22:45,64.343
2019-09-26 23:00,64.344
2019-09-26 23:15,64.343
2019-09-26 23:30,64.341
2019-09-26 23:45,64.343
2019-09-27 00:00,64.341
2019-09-27 00:15,64.340
2019-09-27 00:30,64.338
2019-09-27 00:45,64.339
2019-09-27 01:00,64.338
2019-09-27 01:15,64.338
2019-09-27 01:30,64.336
2019-09-27 01:45,64.337
2019-09-27 02:00,64.336
2019-09-27 02:15,64.336
2019-09-27 02:30,64.335
2019-09-27 02:45,64.336
2019-09-27 03:00,64.338
2019-09-27 03:15,64.338
2019-09-27 03:30,64.338
2019-09-27 03:45,64.337
2019-09-27 04:00,64.337
2019-09-27 04:15,64.338
2019-09-27 04:30,64.339
2019-09-27 04:45,64.337
2019-09-27 05:00,64.337
2019-09-27 05:15,64.338
2019-09-27 05:30,64.338
2019-09-27 05:45,64.339
2019-09-27 06:00,64.340
2019-09-27 06:15,64.342
2019-09-27 06:30,64.341
2019-09-27 06:45,64.343
2019-09-27 07:00,64.343
2019-09-27 07:15,64.344
2019-09-27 07:30,64.343
2019-09-27 07:45,64.344
2019-09-27 08:00,64.346
2019-09-27 08:15,64.347
2019-09-27 08:30,64.347
2019-09-27 08:45,64.348
2019-09-27 09:00,64.350
2019-09-27 09:15,64.349
2019-09-27 09:30,64.348
2019-09-27 09:45,64.348
2019-09-27 10:00,64.352
2019-09-27 10:15,64.352
2019-09-27 10:30,64.354
2019-09-27 10:45,64.356
2019-09-27 11:00,64.356
2019-09-27 11:15,64.359
2019-09-27 11:30,64.361
2019-09-27 11:45,64.363
2019-09-27 12:00,64.366
2019-09-27 12:15,64.368
2019-09-27 12:30,64.372
2019-09-27 12:45,64.375
2019-09-27 13:00,64.379
2019-09-27 13:15,64.386
