datetime,value
2019-09-26 11:00,
2019-09-26 11:15,
2019-09-26 11:30,
2019-09-26 11:45,
2019-09-26 12:00,33.970
2019-09-26 12:15,33.969
2019-09-26 12:30,33.969
2019-09-26 12:45,33.968
2019-09-26 13:00,33.968
2019-09-26 13:15,33.968
2019-09-26 13:30,33.967
2019-09-26 13:45,33.966
2019-09-26 14:00,33.966
2019-09-26 14:15,33.965
2019-09-26 14:30,33.965
2019-09-26 14:45,33.964
2019-09-26 15:00,33.963
2019-09-26 15:15,33.963
2019-09-26 15:30,33.962
2019-09-26 15:45,33.962
2019-09-26 16:00,33.961
2019-09-26 16:15,33.961
2019-09-26 16:30,33.962
2019-09-26 16:45,33.961
2019-09-26 17:00,33.961
2019-09-26 17:15,33.960
2019-09-26 17:30,33.959
2019-09-26 17:45,33.958
2019-09-26 18:00,33.958
2019-09-26 18:15,33.957
2019-09-26 18:30,33.957
2019-09-26 18:45,33.957
2019-09-26 19:00,33.957
2019-09-26 19:15,33.957
2019-09-26 19:30,33.956
2019-09-26 19:45,33.955
2019-09-26 20:00,33.955
2019-09-26 20:15,33.955
2019-09-26 20:30,33.955
2019-09-26 20:45,33.953
2019-09-26 21:00,33.953
2019-09-26 21:15,33.952
2019-09-26 21:30,33.952
2019-09-26 21:45,33.952
2019-09-26 22:00,33.951
2019-09-26 22:15,33.951
2019-09-26 22:30,33.950
2019-09-26 22:45,33.950
2019-09-26 23:00,33.949
2019-09-26 23:15,33.949
2019-09-26 23:30,33.949
2019-09-26 23:45,33.949
2019-09-27 00:00,33.948
2019-09-27 00:15,33.948
2019-09-27 00:30,33.947
2019-09-27 00:45,33.947
2019-09-27 01:00,33.947
2019-09-27 01:15,33.946
2019-09-27 01:30,33.946
2019-09-27 01:45,33.945
2019-09-27 02:00,33.945
2019-09-27 02:15,33.945
2019-09-27 02:30,33.945
2019-09-27 02:45,33.945
2019-09-27 03:00,33.945
2019-09-27 03:15,33.944
2019-09-27 03:30,33.945
2019-09-27 03:45,33.946
2019-09-27 04:00,33.946
2019-09-27 04:15,33.946
2019-09-27 04:30,33.945
2019-09-27 04:45,33.945
2019-09-27 05:00,33.945
2019-09-27 05:15,33.946
2019-09-27 05:30,33.947
2019-09-27 05:45,33.947
2019-09-27 06:00,33.947
2019-09-27 06:15,33.946
2019-09-27 06:30,33.947
2019-09-27 06:45,33.948
2019-09-27 07:00,33.949
2019-09-27 07:15,33.948
2019-09-27 07:30,33.949
2019-09-27 07:45,33.949
2019-09-27 08:00,33.949
2019-09-27 08:15,33.949
2019-09-27 08:30,33.951
2019-09-27 08:45,33.954
2019-09-27 09:00,33.955
2019-09-27 09:15,33.956
2019-09-27 09:30,33.957
2019-09-27 09:45,33.957
2019-09-27 10:00,33.959
2019-09-27 10:15,33.960
2019-09-27 10:30,33.961
2019-09-27 10:45,33.962
2019-09-27 11:00,33.963
2019-09-27 11:15,33.964
2019-09-27 11:30,33.966
2019-09-27 11:45,33.967
2019-09-27 12:00,33.970
2019-09-27 12:15,33.971
2019-09-27 12:30,33.972
2019-09-27 12:45,33.973
2019-09-27 13:00,33.974
2019-09-27 13:15,33.975
