datetime,value
2019-09-26 11:00,
2019-09-26 11:15,
2019-09-26 11:30,
2019-09-26 11:45,
2019-09-26 12:00,50.952
2019-09-26 12:15,50.955
2019-09-26 12:30,50.958
2019-09-26 12:45,50.961
2019-09-26 13:00,50.961
2019-09-26 13:15,50.963
2019-09-26 13:30,50.965
2019-09-26 13:45,50.966
2019-09-26 14:00,50.968
2019-09-26 14:15,50.969
2019-09-26 14:30,50.971
2019-09-26 14:45,50.973
2019-09-26 15:00,50.972
2019-09-26 15:15,50.976
2019-09-26 15:30,50.978
2019-09-26 15:45,50.980
2019-09-26 16:00,50.982
2019-09-26 16:15,50.984
2019-09-26 16:30,50.986
2019-09-26 16:45,50.987
2019-09-26 17:00,50.989
2019-09-26 17:15,50.992
2019-09-26 17:30,50.996
2019-09-26 17:45,50.999
2019-09-26 18:00,51.004
2019-09-26 18:15,51.009
2019-09-26 18:30,51.016
2019-09-26 18:45,51.021
2019-09-26 19:00,51.026
2019-09-26 19:15,51.031
2019-09-26 19:30,51.035
2019-09-26 19:45,51.039
2019-09-26 20:00,51.043
2019-09-26 20:15,51.048
2019-09-26 20:30,51.050
2019-09-26 20:45,51.053
2019-09-26 21:00,51.055
2019-09-26 21:15,51.057
2019-09-26 21:30,51.059
2019-09-26 21:45,51.061
2019-09-26 22:00,51.063
2019-09-26 22:15,51.065
2019-09-26 22:30,51.066
2019-09-26 22:45,51.067
2019-09-26 23:00,51.069
2019-09-26 23:15,51.071
2019-09-26 23:30,51.071
2019-09-26 23:45,51.072
2019-09-27 00:00,51.074
2019-09-27 00:15,51.077
2019-09-27 00:30,51.079
2019-09-27 00:45,51.081
2019-09-27 01:00,51.083
2019-09-27 01:15,51.086
2019-09-27 01:30,51.089
2019-09-27 01:45,51.092
2019-09-27 02:00,51.093
2019-09-27 02:15,51.097
2019-09-27 02:30,51.100
2019-09-27 02:45,51.103
2019-09-27 03:00,51.106
2019-09-27 03:15,51.109
2019-09-27 03:30,51.114
2019-09-27 03:45,51.119
2019-09-27 04:00,51.125
2019-09-27 04:15,51.129
2019-09-27 04:30,51.132
2019-09-27 04:45,51.135
2019-09-27 05:00,51.139
2019-09-27 05:15,51.142
2019-09-27 05:30,51.144
2019-09-27 05:45,51.147
2019-09-27 06:00,51.149
2019-09-27 06:15,51.151
2019-09-27 06:30,51.152
2019-09-27 06:45,51.155
2019-09-27 07:00,51.158
2019-09-27 07:15,51.158
2019-09-27 07:30,51.160
2019-09-27 07:45,51.161
2019-09-27 08:00,51.162
2019-09-27 08:15,51.164
2019-09-27 08:30,51.165
2019-09-27 08:45,51.168
2019-09-27 09:00,51.169
2019-09-27 09:15,51.169
2019-09-27 09:30,51.169
2019-09-27 09:45,51.170
2019-09-27 10:00,51.171
2019-09-27 10:15,51.172
2019-09-27 10:30,51.172
2019-09-27 10:45,51.172
2019-09-27 11:00,51.174
2019-09-27 11:15,51.174
2019-09-27 11:30,51.175
2019-09-27 11:45,51.175
2019-09-27 12:00,51.176
2019-09-27 12:15,51.175
2019-09-27 12:30,51.178
2019-09-27 12:45,51.177
2019-09-27 13:00,51.179
2019-09-27 13:15,51.181
