GUID,GEOGID,GEOGDESC,T1_1AGE0M,T1_1AGE1M,T1_1AGE2M,T1_1AGE3M,T1_1AGE4M,T1_1AGE5M,T1_1AGE6M,T1_1AGE7M,T1_1AGE8M,T1_1AGE9M,T1_1AGE10M,T1_1AGE11M,T1_1AGE12M,T1_1AGE13M,T1_1AGE14M,T1_1AGE15M,T1_1AGE16M,T1_1AGE17M,T1_1AGE18M,T1_1AGE19M,T1_1AGE20_24M,T1_1AGE25_29M,T1_1AGE30_34M,T1_1AGE35_39M,T1_1AGE40_44M,T1_1AGE45_49M,T1_1AGE50_54M,T1_1AGE55_59M,T1_1AGE60_64M,T1_1AGE65_69M,T1_1AGE70_74M,T1_1AGE75_79M,T1_1AGE80_84M,T1_1AGEGE_85M,T1_1AGETM,T1_1AGE0F,T1_1AGE1F,T1_1AGE2F,T1_1AGE3F,T1_1AGE4F,T1_1AGE5F,T1_1AGE6F,T1_1AGE7F,T1_1AGE8F,T1_1AGE9F,T1_1AGE10F,T1_1AGE11F,T1_1AGE12F,T1_1AGE13F,T1_1AGE14F,T1_1AGE15F,T1_1AGE16F,T1_1AGE17F,T1_1AGE18F,T1_1AGE19F,T1_1AGE20_24F,T1_1AGE25_29F,T1_1AGE30_34F,T1_1AGE35_39F,T1_1AGE40_44F,T1_1AGE45_49F,T1_1AGE50_54F,T1_1AGE55_59F,T1_1AGE60_64F,T1_1AGE65_69F,T1_1AGE70_74F,T1_1AGE75_79F,T1_1AGE80_84F,T1_1AGEGE_85F,T1_1AGETF,T1_1AGE0T,T1_1AGE1T,T1_1AGE2T,T1_1AGE3T,T1_1AGE4T,T1_1AGE5T,T1_1AGE6T,T1_1AGE7T,T1_1AGE8T,T1_1AGE9T,T1_1AGE10T,T1_1AGE11T,T1_1AGE12T,T1_1AGE13T,T1_1AGE14T,T1_1AGE15T,T1_1AGE16T,T1_1AGE17T,T1_1AGE18T,T1_1AGE19T,T1_1AGE20_24T,T1_1AGE25_29T,T1_1AGE30_34T,T1_1AGE35_39T,T1_1AGE40_44T,T1_1AGE45_49T,T1_1AGE50_54T,T1_1AGE55_59T,T1_1AGE60_64T,T1_1AGE65_69T,T1_1AGE70_74T,T1_1AGE75_79T,T1_1AGE80_84T,T1_1AGEGE_85T,T1_1AGETT,T1_2SGLM,T1_2MARM,T1_2SEPM,T1_2DIVM,T1_2WIDM,T1_2TM,T1_2SGLF,T1_2MARF,T1_2SEPF,T1_2DIVF,T1_2WIDF,T1_2TF,T1_2SGLT,T1_2MART,T1_2SEPT,T1_2DIVT,T1_2WIDT,T1_2T,T2_1IEBP,T2_1UKBP,T2_1PLBP,T2_1LTBP,T2_1EUBP,T2_1RWBP,T2_1NSBP,T2_1TBP,T2_1IEN,T2_1UKN,T2_1PLN,T2_1LTN,T2_1EUN,T2_1RWN,T2_1NSN,T2_1TN,T2_2WI,T2_2WIT,T2_2OW,T2_2BBI,T2_2AAI,T2_2OTH,T2_2NS,T2_2T,T2_3SA,T2_3EC,T2_3EI,T2_3OI,T2_3T,T2_4CA,T2_4OR,T2_4NR,T2_4NS,T2_4T,T2_5PL,T2_5FR,T2_5LT,T2_5OTH,T2_5T,T2_6VW,T2_6W,T2_6NW,T2_6NAA,T2_6NS,T2_6T,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT,T4_1_2PF,T4_1_3PF,T4_1_4PF,T4_1_5PF,T4_1_GRE_6PF,T4_1_TF,T4_1_2PP,T4_1_3PP,T4_1_4PP,T4_1_5PP,T4_1_GRE_6PP,T4_1_TP,T4_1_2PC,T4_1_3PC,T4_1_4PC,T4_1_5PC,T4_1_GRE_6PC,T4_1_TC,T4_2_NCU15,T4_2_1CU15,T4_2_2CU15,T4_2_3CU15,T4_2_4CU15,T4_2_GE5CU15,T4_2_TCU15,T4_2_NCO15,T4_2_1CO15,T4_2_2CO15,T4_2_3CO15,T4_2_4CO15,T4_2_GE5CO15,T4_2_TCO15,T4_2_NCUO15,T4_2_1CUO15,T4_2_2CUO15,T4_2_3CUO15,T4_2_4CUO15,T4_2_GE5CUO15,T4_2_TCUO15,T4_2_NCT,T4_2_1CT,T4_2_2CT,T4_2_3CT,T4_2_4CT,T4_2_GE5CT,T4_2_TCT,T4_3FCCU15,T4_3FCCO15,T4_3FCCUO15,T4_3FCCT,T4_3FOPMCU15,T4_3FOPMCO15,T4_3FOPMCUO15,T4_3FOPMCT,T4_3FOPFCU15,T4_3FOPFCO15,T4_3FOPFCUO15,T4_3FOPFCT,T4_3CCCU15,T4_3CCCO15,T4_3CCCUO15,T4_3CCCT,T4_3COPMCU15,T4_3COPMCO15,T4_3COPMCUO15,T4_3COPMCT,T4_3COPFCU15,T4_3COPFCO15,T4_3COPFCUO15,T4_3COPFCT,T4_4AGE0_4F,T4_4AGE5_9F,T4_4AGE10_14F,T4_4AGE15_19F,T4_4AGE_GE20F,T4_4TF,T4_4AGE0_4P,T4_4AGE5_9P,T4_4AGE10_14P,T4_4AGE15_19P,T4_4AGE_GE20P,T4_4TP,T4_5PFF,T4_5ENF,T4_5RF,T4_5PSF,T4_5ESF,T4_5PAF,T4_5ADOF,T4_5ADUF,T4_5TF,T4_5PFP,T4_5ENP,T4_5RP,T4_5PSP,T4_5ESP,T4_5PAP,T4_5ADOP,T4_5ADUP,T4_5TP,T4_6_0C,T4_6_1C,T4_6_2C,T4_6_3C,T4_6_GE4C,T4_6T,T5_1OP_H,T5_1MC_H,T5_1CC_H,T5_1MCC_H,T5_1CCC_H,T5_1OPFC_H,T5_1OPMC_H,T5_1CO_H,T5_1CCO_H,T5_1OPFCO_H,T5_1OPMCO_H,T5_1GETFU_H,T5_1NHR_H,T5_1GENP_H,T5_1T_H,T5_1OP_P,T5_1MC_P,T5_1CC_P,T5_1MCC_P,T5_1CCC_P,T5_1OPFC_P,T5_1OPMC_P,T5_1CO_P,T5_1CCO_P,T5_1OPFCO_P,T5_1OPMCO_P,T5_1GETFU_P,T5_1NHR_P,T5_1GENP_P,T5_1T_P,T5_2_1PH,T5_2_2PH,T5_2_3PH,T5_2_4PH,T5_2_5PH,T5_2_6PH,T5_2_7PH,T5_2_GE8PH,T5_2_TH,T5_2_1PP,T5_2_2PP,T5_2_3PP,T5_2_4PP,T5_2_5PP,T5_2_6PP,T5_2_7PP,T5_2_GE8PP,T5_2_TP,T6_1_HB_H,T6_1_FA_H,T6_1_BS_H,T6_1_CM_H,T6_1_NS_H,T6_1_TH,T6_1_HB_P,T6_1_FA_P,T6_1_BS_P,T6_1_CM_P,T6_1_NS_P,T6_1_TP,T6_2_PRE19H,T6_2_19_45H,T6_2_46_60H,T6_2_61_70H,T6_2_71_80H,T6_2_81_90H,T6_2_91_00H,T6_2_01_10H,T6_2_11LH,T6_2_NSH,T6_2_TH,T6_2_PRE19P,T6_2_19_45P,T6_2_46_60P,T6_2_61_70P,T6_2_71_80P,T6_2_81_90P,T6_2_91_00P,T6_2_01_10P,T6_2_11LP,T6_2_NSP,T6_2_TP,T6_3_OMLH,T6_3_OOH,T6_3_RPLH,T6_3_RLAH,T6_3_RVCHBH,T6_3_OFRH,T6_3_NSH,T6_3_TH,T6_3_OMLP,T6_3_OOP,T6_3_RPLP,T6_3_RLAP,T6_3_RVCHBP,T6_3_OFRP,T6_3_NSP,T6_3_TP,T6_4_1RH,T6_4_2RH,T6_4_3RH,T6_4_4RH,T6_4_5RH,T6_4_6RH,T6_4_7RH,T6_4_GE8RH,T6_4_NSH,T6_4_TH,T6_4_1RP,T6_4_2RP,T6_4_3RP,T6_4_4RP,T6_4_5RP,T6_4_6RP,T6_4_7RP,T6_4_GE8RP,T6_4_NSP,T6_4_TP,T6_5_NCH,T6_5_OCH,T6_5_NGCH,T6_5_ECH,T6_5_CCH,T6_5_PCH,T6_5_LPGCH,T6_5_WCH,T6_5_OTH,T6_5_NS,T6_5_T,T6_6_PM,T6_6_GSLA,T6_6_GSP,T6_6_OP,T6_6_N,T6_6_NS,T6_6_T,T6_7_PS,T6_7_IST,T6_7_OIT,T6_7_OTH,T6_7_NSF,T6_7_NS,T6_7_T,T6_8_O,T6_8_TA,T6_8_UHH,T6_8_OVD,T6_8_T,T7_1_NE,T7_1_NP,T8_1_WM,T8_1_LFFJM,T8_1_ULGUPJM,T8_1_SM,T8_1_LAHFM,T8_1_RM,T8_1_UTWSDM,T8_1_OTHM,T8_1_TM,T8_1_WF,T8_1_LFFJF,T8_1_ULGUPJF,T8_1_SF,T8_1_LAHFF,T8_1_RF,T8_1_UTWSDF,T8_1_OTHF,T8_1_TF,T8_1_WT,T8_1_LFFJT,T8_1_ULGUPJT,T8_1_ST,T8_1_LAHFT,T8_1_RT,T8_1_UTWSDT,T8_1_OTHT,T8_1_TT,T9_1_PWM,T9_1_MTM,T9_1_NMM,T9_1_SM,T9_1_SSM,T9_1_USM,T9_1_OTHGEUM,T9_1_TM,T9_1_PWF,T9_1_MTF,T9_1_NMF,T9_1_SF,T9_1_SSF,T9_1_USF,T9_1_OTHGEUF,T9_1_TF,T9_1_PWT,T9_1_MTT,T9_1_NMT,T9_1_ST,T9_1_SST,T9_1_UST,T9_1_OTHGEUT,T9_1_TT,T9_2_HA,T9_2_HB,T9_2_HC,T9_2_HD,T9_2_HE,T9_2_HF,T9_2_HG,T9_2_HH,T9_2_HI,T9_2_HJ,T9_2_HZ,T9_2_HT,T9_2_PA,T9_2_PB,T9_2_PC,T9_2_PD,T9_2_PE,T9_2_PF,T9_2_PG,T9_2_PH,T9_2_PI,T9_2_PJ,T9_2_PZ,T9_2_PT,T10_1_LT15M,T10_1_15M,T10_1_16M,T10_1_17M,T10_1_18M,T10_1_19M,T10_1_20M,T10_1_GE21M,T10_1_NSM,T10_1_TM,T10_1_LT15F,T10_1_15F,T10_1_16F,T10_1_17F,T10_1_18F,T10_1_19F,T10_1_20F,T10_1_GE21F,T10_1_NSF,T10_1_TF,T10_1_LT15T,T10_1_15T,T10_1_16T,T10_1_17T,T10_1_18T,T10_1_19T,T10_1_20T,T10_1_GE21T,T10_1_NST,T10_1_TT,T10_2_SASM,T10_2_OTHM,T10_2_SASF,T10_2_OTHF,T10_2_SAST,T10_2_OTHT,T10_3_EDUM,T10_3_ARTM,T10_3_HUMM,T10_3_SOCM,T10_3_SCIM,T10_3_ENGM,T10_3_AGRM,T10_3_HEAM,T10_3_SERM,T10_3_OTHM,T10_3_NSM,T10_3_TM,T10_3_EDUF,T10_3_ARTF,T10_3_HUMF,T10_3_SOCF,T10_3_SCIF,T10_3_ENGF,T10_3_AGRF,T10_3_HEAF,T10_3_SERF,T10_3_OTHF,T10_3_NSF,T10_3_TF,T10_3_EDUT,T10_3_ARTT,T10_3_HUMT,T10_3_SOCT,T10_3_SCIT,T10_3_ENGT,T10_3_AGRT,T10_3_HEAT,T10_3_SERT,T10_3_OTHT,T10_3_NST,T10_3_TT,T10_4_NFM,T10_4_PM,T10_4_LSM,T10_4_USM,T10_4_TVM,T10_4_ACCAM,T10_4_HCM,T10_4_ODNDM,T10_4_HDPQM,T10_4_PDM,T10_4_DM,T10_4_NSM,T10_4_TM,T10_4_NFF,T10_4_PF,T10_4_LSF,T10_4_USF,T10_4_TVF,T10_4_ACCAF,T10_4_HCF,T10_4_ODNDF,T10_4_HDPQF,T10_4_PDF,T10_4_DF,T10_4_NSF,T10_4_TF,T10_4_NFT,T10_4_PT,T10_4_LST,T10_4_UST,T10_4_TVT,T10_4_ACCAT,T10_4_HCT,T10_4_ODNDT,T10_4_HDPQT,T10_4_PDT,T10_4_DT,T10_4_NST,T10_4_TT,T11_1_FW,T11_1_BIW,T11_1_BUW,T11_1_TDLW,T11_1_MW,T11_1_CDW,T11_1_CPW,T11_1_VW,T11_1_OTHW,T11_1_WMFHW,T11_1_NSW,T11_1_TW,T11_1_FS,T11_1_BIS,T11_1_BUS,T11_1_TDLS,T11_1_MS,T11_1_CDS,T11_1_CPS,T11_1_VS,T11_1_OTHS,T11_1_WMFHS,T11_1_NSS,T11_1_TS,T11_1_FT,T11_1_BIT,T11_1_BUT,T11_1_TDLT,T11_1_MT,T11_1_CDT,T11_1_CPT,T11_1_VT,T11_1_OTHT,T11_1_WMFHT,T11_1_NST,T11_1_TT,T11_2_T1,T11_2_T2,T11_2_T3,T11_2_T4,T11_2_T5,T11_2_T6,T11_2_T7,T11_2_T8,T11_2_NS,T11_2_T,T11_3_D1,T11_3_D2,T11_3_D3,T11_3_D4,T11_3_D5,T11_3_D6,T11_3_NS,T11_3_T,T12_1_M,T12_1_F,T12_1_T,T12_2_M,T12_2_F,T12_2_T,T12_3_VGM,T12_3_VGF,T12_3_VGT,T12_3_GM,T12_3_GF,T12_3_GT,T12_3_FM,T12_3_FF,T12_3_FT,T12_3_BM,T12_3_BF,T12_3_BT,T12_3_VBM,T12_3_VBF,T12_3_VBT,T12_3_NSM,T12_3_NSF,T12_3_NST,T12_3_TM,T12_3_TF,T12_3_TT,T13_1_MDSOM,T13_1_POM,T13_1_APTOM,T13_1_ASOM,T13_1_STOM,T13_1_CLOSOM,T13_1_SCSOM,T13_1_PPMOM,T13_1_EOM,T13_1_NSM,T13_1_TM,T13_1_MDSOF,T13_1_POF,T13_1_APTOF,T13_1_ASOF,T13_1_STOF,T13_1_CLOSOF,T13_1_SCSOF,T13_1_PPMOF,T13_1_EOF,T13_1_NSF,T13_1_TF,T13_1_MDSOT,T13_1_POT,T13_1_APTOT,T13_1_ASOT,T13_1_STOT,T13_1_CLOSOT,T13_1_SCSOT,T13_1_PPMOT,T13_1_EOT,T13_1_NST,T13_1_TT,T14_1_AFFM,T14_1_BCM,T14_1_MIM,T14_1_CTM,T14_1_TCM,T14_1_PAM,T14_1_PSM,T14_1_OTHM,T14_1_TM,T14_1_AFFF,T14_1_BCF,T14_1_MIF,T14_1_CTF,T14_1_TCF,T14_1_PAF,T14_1_PSF,T14_1_OTHF,T14_1_TF,T14_1_AFFT,T14_1_BCT,T14_1_MIT,T14_1_CTT,T14_1_TCT,T14_1_PAT,T14_1_PST,T14_1_OTHT,T14_1_TT,T15_1_NC,T15_1_1C,T15_1_2C,T15_1_3C,T15_1_GE4C,T15_1_NSC,T15_1_TC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T
EB9428B8-B443-407E-977B-9393FD73E1D0,CTY31_CC,Cork City,720,614,613,645,602,643,647,598,565,602,564,557,589,586,564,610,630,661,788,"1,209","6,152","5,798","5,647","4,756","3,892","3,570","3,669","3,509","3,069","2,755","2,280","1,720","1,176",722,"61,722",657,576,643,651,584,627,576,625,594,553,564,555,533,572,521,579,522,648,858,"1,421","6,565","5,655","5,485","4,503","3,651","3,447","3,854","3,675","3,167","2,969","2,626","2,324","1,743","1,412","63,935","1,377","1,190","1,256","1,296","1,186","1,270","1,223","1,223","1,159","1,155","1,128","1,112","1,122","1,158","1,085","1,189","1,152","1,309","1,646","2,630","12,717","11,453","11,132","9,259","7,543","7,017","7,523","7,184","6,236","5,724","4,906","4,044","2,919","2,134","125,657","37,732","19,712","1,351","1,321","1,606","61,722","36,107","19,510","1,759","1,714","4,845","63,935","73,839","39,222","3,110","3,035","6,451","125,657","100,145","5,092","3,066",448,"6,461","7,807",0,"123,019","103,962","1,856","3,232",466,"6,580","5,049","1,874","123,019","97,724",902,"13,153","1,598","3,398","2,235","4,009","123,019","108,000","7,755","2,023","3,872","121,650","92,296","10,583","18,636","4,142","125,657","3,418","2,132",396,"12,044","17,990","10,318","5,273","1,600",293,506,"17,990","44,822","72,457","4,555","121,834","4,638",168,57,53,28,515,"1,398","8,036","5,487",194,"20,574","5,496",223,70,46,30,605,"1,408","9,226","6,964",180,"24,248","10,134",391,127,99,58,"1,120","2,806","17,262","12,451",374,"44,822","14,193","6,755","5,066","2,331",861,"29,206","28,386","20,265","20,264","11,655","5,503","86,073","4,140","8,542","10,706","7,167","3,859","34,414",0,"3,525","2,846","1,084",215,68,"7,738",0,"5,583","2,499",764,126,27,"8,999",0,0,934,883,427,172,"2,416","10,053","9,108","6,279","2,731",768,267,"29,206","5,334","5,339","1,727","12,400","2,256","2,968",650,"5,874",148,692,39,879,"10,054","8,591","5,215","23,860","3,428","4,024","1,859","9,311",217,909,117,"1,243","4,809","2,932","2,413","2,612","6,387","19,153","17,816","11,133","9,156","9,338","18,524","65,967","3,647","2,775","3,631","2,662","2,539","2,537","2,923","8,492","29,206","7,294","5,550","7,262","8,042","9,081","9,648","11,174","28,022","86,073","19,513","5,453","8,162","6,736","7,979","47,843","14,504","6,696","2,393","9,876","1,514",737,"4,658",665,655,92,509,697,"1,425","4,990","49,411","14,504","13,392","4,786","38,974","5,866","1,780","12,280","2,242","3,315",337,"1,859","3,682","3,421","14,542","120,980","14,504","15,626","8,433","6,428","2,976","1,025",268,151,"49,411","14,504","31,252","25,299","25,712","14,880","6,150","1,876","1,307","120,980","38,907","9,530",178,41,755,"49,411","100,179","18,593",218,178,"1,812","120,980","5,883","4,970","7,359","6,028","5,565","4,106","3,731","5,718",541,"5,469","49,370","12,122","11,387","18,073","14,679","14,524","11,032","10,009","14,653","1,346","12,977","120,802","8,951","15,889","12,988","8,130",618,583,"2,211","49,370","28,125","33,804","31,233","20,577","1,234","1,070","4,759","120,802","1,215","4,080","6,217","5,655","11,896","8,337","4,465","4,061","3,444","49,370","1,699","6,893","13,561","12,387","30,927","22,150","12,880","12,923","7,382","120,802","1,055","5,959","31,869","6,870","1,406",35,51,142,153,"1,830","49,370","45,891",787,46,41,31,"2,574","49,370","45,842",309,34,171,69,"2,945","49,370","49,874","1,524",70,"4,292","55,760",148,"4,900","26,667",548,"4,880","8,032",495,"8,452","3,216",323,"52,613","23,816",371,"3,144","8,342","7,146","8,545","3,500",240,"55,104","50,483",919,"8,024","16,374","7,641","16,997","6,716",563,"107,717","5,703","12,816","8,162","9,870","7,456","2,603","15,112","61,722","4,596","14,151","12,624","5,631","6,716","2,906","17,311","63,935","10,299","26,967","20,786","15,501","14,172","5,509","32,423","125,657","5,138","3,723","5,527","9,711","4,088","4,554","2,420","1,490",54,49,"12,657","49,411","13,525","9,829","13,461","23,435","10,520","11,834","5,925","4,157",122,106,"28,066","120,980","2,351","1,963","3,176","2,336","3,875","1,192","1,220","10,693","13,867","40,673","2,483","1,889","3,050","2,687","4,203","1,556","1,308","10,917","14,830","42,923","4,834","3,852","6,226","5,023","8,078","2,748","2,528","21,610","28,697","83,596","8,032","3,908","8,342","3,839","16,374","7,747",658,"1,019","1,043","4,601","3,039","5,933",259,"1,147","1,333",21,"21,620","40,673","1,971","1,095","1,432","6,657","1,612",790,170,"4,633","1,815",42,"22,706","42,923","2,629","2,114","2,475","11,258","4,651","6,723",429,"5,780","3,148",63,"44,326","83,596",783,"4,560","6,538","7,008","2,900","2,457","1,606","2,831","4,202","3,739",750,"3,299","40,673",736,"5,279","6,857","7,635","3,243","1,342","1,815","3,096","4,572","4,611",551,"3,186","42,923","1,519","9,839","13,395","14,643","6,143","3,799","3,421","5,927","8,774","8,350","1,301","6,485","83,596","9,870","1,848","5,293",242,214,"23,277","2,734","1,671",99,"1,095","2,966","49,309","12,421",819,"2,680",45,26,"1,183","8,600",41,12,29,"1,219","27,075","22,291","2,667","7,973",287,240,"24,460","11,334","1,712",111,"1,124","4,185","76,384","3,005","4,483","6,342","10,780","17,995","16,351","3,798","7,891","4,615","75,260","24,155","28,793","11,655","2,093","1,599",601,"6,364","75,260","10,739","11,983","22,722","2,226","3,187","5,413","33,569","34,384","67,953","18,075","18,979","37,054","5,929","6,638","12,567","1,062","1,169","2,231",251,304,555,"2,836","2,461","5,297","61,722","63,935","125,657","1,917","5,374","3,958","1,311","4,793",801,"2,500","3,297","3,398","4,198","31,547","1,249","5,461","2,773","3,434",571,"3,053","3,720",725,"2,758","3,216","26,960","3,166","10,835","6,731","4,745","5,364","3,854","6,220","4,022","6,156","7,414","58,507",96,"1,709","4,618","5,774","3,551","1,225","4,116","5,578","26,667",24,106,"2,394","5,552","1,233",848,"8,554","5,105","23,816",120,"1,815","7,012","11,326","4,784","2,073","12,670","10,683","50,483","14,645","20,389","9,904","1,842",540,"2,050","49,370","30,466","16,572","2,332","49,370","34,240","2,709","10,278","2,143","49,370"
84B85B58-010E-45DB-BC55-E137BBE627E4,CTY31_CE,Clare,762,759,780,842,868,843,929,954,951,922,895,925,854,839,860,771,862,830,785,676,"2,985","2,792","3,579","4,302","4,420","4,348","3,992","3,749","3,292","3,097","2,290","1,464",954,614,"58,785",721,726,697,829,917,835,928,859,884,888,890,844,854,881,836,885,885,820,717,679,"2,768","2,838","3,872","4,577","4,698","4,392","4,071","3,658","3,347","3,059","2,285","1,597","1,123","1,172","60,032","1,483","1,485","1,477","1,671","1,785","1,678","1,857","1,813","1,835","1,810","1,785","1,769","1,708","1,720","1,696","1,656","1,747","1,650","1,502","1,355","5,753","5,630","7,451","8,879","9,118","8,740","8,063","7,407","6,639","6,156","4,575","3,061","2,077","1,786","118,817","31,462","23,520","1,408","1,133","1,262","58,785","29,012","23,640","1,743","1,541","4,096","60,032","60,474","47,160","3,151","2,674","5,358","118,817","98,420","7,616","2,684",333,"2,424","4,983",0,"116,460","103,829","3,127","2,844",362,"2,435","2,302","1,561","116,460","99,244",905,"9,432","1,132","1,653","1,567","2,527","116,460","108,047","3,642","1,805","1,495","114,989","98,363","7,758","10,164","2,532","118,817","3,218","1,536",348,"7,017","12,119","6,650","3,478","1,409",238,344,"12,119","52,482","58,889","3,001","114,372","6,915",144,114,52,41,474,"1,399","8,546","5,979",179,"23,843","8,733",291,106,77,59,584,"1,771","10,205","6,647",166,"28,639","15,648",435,220,129,100,"1,058","3,170","18,751","12,626",345,"52,482","12,206","6,830","6,664","3,741","1,478","30,919","24,412","20,490","26,656","18,705","9,365","99,628","2,950","8,240","13,827","11,376","6,450","42,843",0,"3,434","3,950","1,920",496,115,"9,915",0,"4,936","2,411",767,146,25,"8,285",0,0,"1,214","1,400",620,229,"3,463","9,256","8,370","7,575","4,087","1,262",369,"30,919","8,183","5,583","2,844","16,610","1,582","2,125",551,"4,258",150,577,68,795,"17,022","9,108","8,602","34,732","2,454","2,898","1,590","6,942",225,768,176,"1,169","5,848","4,050","3,480","3,048","5,237","21,663","23,722","16,848","13,904","11,138","15,504","81,116","2,197","3,628","3,431","2,761","3,483","3,671","4,218","7,530","30,919","4,394","7,256","6,862","8,999","13,647","15,153","17,139","26,178","99,628","10,916","5,046","9,341","7,687","8,107","41,097","11,108","7,215","1,491","14,053","1,738",676,"3,625",348,625,90,323,366,788,"1,023","43,469","11,108","14,430","2,982","58,031","6,708","1,663","9,662","1,127","3,231",335,"1,197","1,920","1,803","2,723","116,920","11,108","12,406","7,137","7,002","3,998","1,362",321,135,"43,469","11,108","24,812","21,411","28,008","19,990","8,172","2,247","1,172","116,920","40,471","2,297",33,121,547,"43,469","110,735","4,400",67,235,"1,483","116,920","3,690","2,401","2,374","3,123","5,679","4,812","6,712","11,406",865,"2,286","43,348","7,779","5,011","5,161","7,144","13,734","12,949","20,796","35,573","2,571","5,967","116,685","14,124","18,036","6,323","2,703",289,793,"1,080","43,348","47,192","41,038","16,510","7,246",650,"1,530","2,519","116,685",302,"1,454","3,938","4,443","8,921","8,149","6,621","7,238","2,282","43,348",453,"2,488","8,786","10,098","22,141","22,134","20,341","24,916","5,328","116,685",608,"25,640","5,229","2,297","3,314","3,100",425,"1,569",338,828,"43,348","27,808","6,555","2,488","4,900",74,"1,523","43,348","21,766","17,212","2,279",353,94,"1,644","43,348","43,649","1,205","4,821","6,104","55,779",133,"2,946","26,611",381,"3,696","5,063",531,"7,650","1,737",133,"45,802","22,900",285,"2,656","5,360","6,878","7,336","1,846",182,"47,443","49,511",666,"6,352","10,423","7,409","14,986","3,583",315,"93,245","4,840","15,611","8,271","11,524","6,835","2,293","9,411","58,785","3,977","18,229","12,971","6,158","6,058","1,670","10,969","60,032","8,817","33,840","21,242","17,682","12,893","3,963","20,380","118,817","5,460","2,411","5,160","7,447","3,933","3,840","1,653","2,338","3,785",156,"7,286","43,469","16,334","7,199","13,909","19,813","11,375","10,594","4,229","6,714","9,872",359,"16,522","116,920","2,264","1,503","3,123","2,726","4,834","1,367","1,458","8,133","12,801","38,209","1,580",990,"2,203","2,808","5,316","1,873","1,668","9,643","13,472","39,553","3,844","2,493","5,326","5,534","10,150","3,240","3,126","17,776","26,273","77,762","5,063","2,530","5,360","2,530","10,423","5,060",771,530,520,"3,345","1,679","7,148","2,496",710,"1,454",35,"19,521","38,209","2,842",714,851,"6,699","1,465",614,438,"5,108","2,136",60,"18,626","39,553","3,613","1,244","1,371","10,044","3,144","7,762","2,934","5,818","3,590",95,"38,147","77,762",622,"4,326","6,246","7,479","3,209","3,523","1,743","2,764","3,163","2,396",303,"2,435","38,209",473,"3,393","5,057","8,321","3,972","1,710","2,369","3,558","4,308","3,672",266,"2,454","39,553","1,095","7,719","11,303","15,800","7,181","5,233","4,112","6,322","7,471","6,068",569,"4,889","77,762","2,938",509,542,91,108,"32,416","2,079","3,587",337,"3,434","2,251","48,292","4,894",299,"4,326",71,13,"1,623","15,458",80,7,37,949,"27,757","7,832",808,"4,868",162,121,"34,039","17,537","3,667",344,"3,471","3,200","76,049","3,160","4,351","6,077","10,411","14,484","18,777","6,744","5,026","3,548","72,578","28,057","20,785","11,631","3,243","2,792","1,026","5,044","72,578","7,481","7,888","15,369","2,136","3,356","5,492","34,284","35,091","69,375","17,121","17,276","34,397","4,763","5,044","9,807",766,793,"1,559",166,218,384,"1,685","1,610","3,295","58,785","60,032","118,817","2,416","3,694","3,238",979,"9,240",691,"1,024","3,412","2,708","2,905","30,307","1,666","5,247","2,304","4,493",924,"3,594","2,261",929,"1,813","2,325","25,556","4,082","8,941","5,542","5,472","10,164","4,285","3,285","4,341","4,521","5,230","55,863","3,128","2,365","5,531","4,340","2,746","1,244","2,828","4,429","26,611",295,160,"2,161","4,744","1,185","1,517","8,327","4,511","22,900","3,423","2,525","7,692","9,084","3,931","2,761","11,155","8,940","49,511","4,698","17,803","16,311","2,652",816,"1,068","43,348","29,214","12,886","1,248","43,348","27,941","4,701","9,524","1,182","43,348"
